order_id,user_id,order_date,status,amount
100081,1984,2025-09-16 11:43:57,paid,611.48
100082,315,2025-07-27 07:27:49,paid,228.49
100083,3082,2024-11-02 14:08:52,paid,1643.73
100084,5797,2024-01-31 20:17:51,paid,308.97
100085,5114,2025-10-15 06:48:34,cancelled,359.57
100086,4734,2025-06-10 21:28:18,paid,37.46
100087,2315,2025-07-22 03:08:37,cancelled,545.43
100088,2136,2025-08-24 11:04:37,paid,925.12
100089,1650,2025-10-07 18:33:47,paid,630.71
100090,3220,2025-07-29 03:00:25,paid,1373.81
100091,3801,2025-01-24 22:03:20,paid,106.94
100092,2479,2025-10-15 01:42:25,paid,997.43
100093,4068,2025-08-20 15:15:11,cancelled,766.76
100094,1776,2024-11-16 08:41:21,paid,1541.79
100095,1967,2025-10-25 03:24:47,paid,289.55
100096,1768,2025-11-02 10:53:18,paid,600.82
100097,3816,2025-07-27 22:02:17,cancelled,790.32
100098,242,2025-01-20 03:09:56,refunded,392.66
100099,4798,2024-12-04 12:58:13,paid,396.69
100100,2950,2025-08-14 15:45:40,paid,2103.2
100101,4837,2025-07-25 19:19:36,refunded,244.82
100102,5911,2024-10-07 07:58:51,paid,688.03
100103,4877,2025-05-11 16:53:04,paid,882.46
100104,2257,2025-09-28 01:44:30,paid,61.81
100105,4112,2025-09-09 07:00:22,paid,1081.72
100106,3369,2024-09-12 19:38:21,paid,1587.73
100107,5082,2025-10-31 18:56:29,refunded,745.76
100108,367,2024-10-25 13:49:39,paid,517.65
100109,2828,2025-05-23 19:17:41,paid,370.88
100110,1253,2025-10-19 06:38:05,paid,691.92
100111,2488,2025-10-18 03:55:23,paid,1230.76
100112,4786,2025-08-02 00:42:47,paid,192.94
100113,3604,2025-10-20 14:46:28,paid,41.46
100114,3522,2025-06-26 10:10:51,paid,2017.05
100115,5156,2025-09-22 04:47:54,paid,1098.62
100116,4943,2025-04-19 13:54:45,paid,816.34
100117,4518,2024-05-29 10:27:51,paid,154.19
100118,1644,2025-06-20 13:09:30,paid,1764.87
100119,1213,2025-09-12 15:12:47,paid,751.06
100120,4704,2025-01-17 02:50:47,paid,157.79
100121,5435,2024-12-19 15:05:19,paid,817.75
100122,20,2025-08-01 06:03:13,paid,1181.2
100123,676,2024-04-28 08:55:21,paid,890.33
100124,4478,2025-10-26 07:25:31,paid,342.87
100125,609,2025-04-16 14:00:26,paid,1352.92
100126,62,2025-03-10 17:29:18,paid,119.16
100127,1266,2025-08-22 22:01:49,paid,358.63
100128,2286,2025-05-11 07:35:11,cancelled,802.79
100129,1155,2025-09-16 00:01:00,paid,2531.36
100130,1629,2024-10-16 07:53:44,paid,1143.77
100131,1627,2024-07-19 15:05:00,paid,509.59
100132,3717,2024-07-27 13:12:26,paid,201.56
100133,5243,2025-07-18 07:22:36,paid,1334.69
100134,5560,2025-09-01 00:08:20,paid,139.18
100135,5023,2025-01-05 23:44:14,paid,180.38
100136,1443,2024-12-07 17:51:15,paid,572.45
100137,1654,2025-08-21 14:05:09,cancelled,578.67
100138,2503,2025-07-01 13:51:49,paid,874.88
100139,3270,2025-07-24 23:02:38,paid,20.67
100140,282,2025-07-18 11:08:00,paid,346.09
100141,4982,2024-03-06 00:59:16,paid,786.43
100142,1025,2025-08-05 03:53:53,paid,381.22
100143,4819,2025-07-24 10:02:42,paid,845.25
100144,5895,2025-08-08 20:03:04,paid,311.09
100145,3404,2025-07-29 15:14:07,paid,878.29
100146,1236,2025-09-26 00:22:20,paid,1530.8
100147,4183,2025-06-08 11:35:10,paid,139.08
100148,4761,2025-09-04 16:29:48,paid,705.58
100149,4958,2025-10-19 05:26:01,paid,980.33
100150,5819,2024-10-02 11:06:11,paid,323.46
100151,786,2024-11-06 00:09:01,paid,1987.05
100152,5673,2025-06-11 14:46:04,paid,582.56
100153,3318,2024-09-25 23:24:30,paid,371.29
100154,1668,2025-06-30 15:09:35,cancelled,405.71
100155,3009,2025-02-17 08:22:00,paid,2304.18
100156,3195,2025-04-15 21:05:13,cancelled,919.32
100157,4790,2025-04-20 15:43:34,paid,149.07
100158,3776,2024-08-17 08:06:59,paid,1047.36
100159,2447,2025-10-01 05:44:39,paid,49.48
100160,3791,2024-09-05 02:48:22,paid,1657.63
100161,5351,2025-06-20 08:31:31,paid,296.2
100162,534,2024-12-29 23:24:42,paid,615.15
100163,402,2025-10-19 18:05:47,cancelled,458.44
100164,3664,2025-08-16 14:49:31,paid,1637.62
100165,130,2024-01-21 13:46:13,paid,955.87
100166,2340,2025-10-15 10:07:43,paid,997.58
100167,4372,2025-09-02 23:57:24,paid,653.51
100168,2960,2024-06-10 18:52:45,paid,419.82
100169,1859,2024-09-07 08:35:05,paid,220.67
100170,2974,2025-10-04 08:57:53,paid,1032.72
100171,4151,2025-10-28 18:57:51,paid,1004.52
100172,3650,2025-02-01 12:39:04,paid,324.34
100173,2787,2025-05-27 22:56:25,paid,729.58
100174,3098,2024-08-19 18:39:09,paid,1360.07
100175,3513,2024-05-25 09:05:27,cancelled,26.26
100176,4861,2024-07-04 14:34:36,cancelled,492.49
100177,1221,2025-10-31 05:09:50,paid,29.46
100178,642,2025-07-11 03:09:55,paid,91.27
100179,3315,2025-11-01 14:48:17,paid,1011.37
100180,5944,2023-11-14 01:08:47,paid,1205.27
100181,724,2024-08-13 12:14:52,paid,178.96
100182,5310,2025-07-30 22:27:55,cancelled,552.44
100183,4898,2025-01-31 17:39:00,paid,1202.83
100184,738,2025-09-28 23:37:12,paid,401.58
100185,4854,2025-09-23 05:40:39,paid,864.82
100186,5688,2025-10-26 11:07:23,cancelled,623.15
100187,1300,2025-07-03 08:48:09,cancelled,1098.32
100188,5938,2025-06-03 12:11:45,paid,506.62
100189,3481,2024-11-17 08:19:43,paid,153.98
100190,340,2025-06-04 04:26:07,paid,182.4
100191,153,2025-10-31 05:01:36,paid,70.36
100192,5685,2024-09-08 12:29:39,paid,1048.03
100193,1422,2024-03-26 14:49:32,paid,454.53
100194,5564,2023-12-24 10:56:25,paid,616.55
100195,3052,2024-06-14 07:05:07,paid,275.0
100196,427,2025-10-14 15:10:41,paid,112.99
100197,3559,2024-08-20 23:29:28,paid,481.92
100198,1136,2025-05-21 01:50:11,paid,739.04
100199,2373,2023-12-24 22:57:26,paid,360.29
100200,3330,2025-10-22 20:13:28,paid,1314.81
100201,950,2025-10-24 00:06:53,paid,372.96
100202,1374,2025-07-15 10:12:55,cancelled,601.77
100203,957,2024-08-05 12:57:20,paid,904.62
100204,1702,2025-06-29 04:51:26,paid,310.02
100205,2942,2025-11-01 23:07:01,paid,528.9
100206,2483,2025-01-12 08:43:32,paid,3500.84
100207,1304,2024-04-14 12:34:58,refunded,122.22
100208,371,2025-09-17 06:15:56,paid,462.6
100209,2981,2025-01-28 08:42:53,paid,1369.34
100210,2297,2024-04-26 12:14:56,cancelled,466.16
100211,4799,2025-10-22 12:47:35,paid,212.68
100212,5771,2025-08-30 20:39:51,paid,988.32
100213,2126,2025-10-14 03:40:27,paid,878.98
100214,2967,2025-10-19 21:15:32,paid,1045.04
100215,4146,2025-07-29 09:23:10,paid,883.64
100216,2743,2025-11-01 11:41:29,paid,121.79
100217,5089,2025-10-08 14:33:45,paid,750.02
100218,4022,2025-05-26 11:12:24,paid,236.1
100219,2365,2025-02-14 19:53:54,paid,49.23
100220,5231,2025-05-29 02:05:42,refunded,1758.81
100221,5454,2025-05-30 10:58:43,cancelled,266.42
100222,5971,2023-11-30 01:53:41,paid,118.03
100223,763,2024-01-14 23:27:49,paid,822.75
100224,4063,2025-08-17 12:35:47,paid,979.64
100225,1005,2025-04-05 10:20:35,refunded,199.96
100226,3756,2025-08-06 09:08:03,paid,101.0
100227,2847,2025-08-26 01:38:31,cancelled,302.44
100228,350,2025-04-16 23:41:45,cancelled,888.45
100229,2965,2025-03-10 09:21:08,paid,69.4
100230,687,2024-07-10 22:11:29,paid,1531.44
100231,4638,2024-05-26 20:10:43,paid,205.05
100232,3127,2025-09-14 14:22:54,paid,786.94
100233,4457,2024-04-19 08:41:49,paid,520.46
100234,2756,2024-10-31 15:38:06,paid,372.96
100235,3525,2025-10-02 09:20:45,paid,384.7
100236,3625,2025-10-28 05:42:54,paid,274.04
100237,2733,2025-09-15 08:40:09,refunded,1181.72
100238,1694,2025-07-15 03:50:29,paid,155.83
100239,2893,2025-09-04 06:08:26,paid,1215.91
100240,3812,2025-07-12 21:25:30,paid,464.15
100241,4181,2025-02-01 21:29:50,paid,67.95
100242,685,2025-09-23 08:59:28,paid,960.35
100243,4341,2025-07-17 03:25:44,paid,286.92
100244,2920,2024-12-21 16:20:12,refunded,1110.17
100245,3757,2025-06-26 05:37:49,paid,848.11
100246,5455,2024-11-03 14:22:04,paid,112.71
100247,3284,2025-04-11 10:16:07,paid,134.7
100248,4692,2025-10-27 03:31:32,paid,199.7
100249,4027,2024-07-14 10:21:24,paid,2047.92
100250,1157,2025-06-07 10:20:00,paid,334.7
100251,3062,2024-11-01 17:55:04,paid,510.76
100252,5920,2024-09-16 13:48:14,paid,223.6
100253,5894,2025-10-02 11:28:28,paid,782.75
100254,4446,2025-10-23 06:09:47,paid,1819.61
100255,2330,2024-10-28 00:21:29,paid,107.71
100256,1293,2024-10-28 21:02:13,paid,487.32
100257,1885,2025-03-21 20:13:16,paid,372.0
100258,1561,2025-04-30 20:12:43,cancelled,302.36
100259,984,2024-06-15 13:35:24,paid,309.1
100260,2068,2025-07-14 02:40:49,paid,1040.27
100261,1864,2025-09-17 00:54:20,refunded,398.11
100262,1980,2025-09-03 01:46:28,paid,1166.98
100263,1737,2025-05-04 09:08:11,refunded,1887.95
100264,2453,2024-11-13 21:45:56,cancelled,61.81
100265,5235,2025-04-16 17:41:43,paid,644.16
100266,1919,2025-10-05 10:48:02,paid,1092.38
100267,701,2025-09-04 22:37:29,paid,356.81
100268,4047,2025-07-09 23:18:11,paid,356.66
100269,2074,2025-03-02 20:30:52,paid,898.08
100270,4662,2025-10-23 11:28:25,paid,298.14
100271,3754,2024-12-13 21:13:32,paid,3076.27
100272,395,2025-08-30 17:12:35,paid,212.8
100273,1957,2025-09-17 12:51:45,paid,726.32
100274,3049,2025-05-01 22:05:11,paid,2150.24
100275,3453,2025-10-18 08:04:17,paid,780.31
100276,523,2025-08-17 14:03:27,paid,112.71
100277,1563,2025-07-11 19:56:14,cancelled,42.04
100278,2910,2025-09-07 20:38:47,paid,49.23
100279,5203,2025-10-18 18:43:03,paid,116.07
100280,2850,2025-03-25 04:08:43,cancelled,82.48
100281,550,2024-09-29 16:58:39,paid,249.89
100282,1469,2025-10-26 13:13:22,paid,63.26
100283,833,2025-07-01 07:36:12,paid,398.29
100284,4483,2025-09-02 11:25:13,paid,301.75
100285,5059,2025-03-01 00:48:15,cancelled,870.21
100286,1422,2025-02-25 11:15:29,paid,892.98
100287,286,2025-10-10 11:55:17,refunded,1177.98
100288,2746,2024-07-03 09:36:14,paid,333.22
100289,3766,2025-10-06 16:53:47,refunded,1362.36
100290,4465,2024-10-04 22:20:43,cancelled,308.04
100291,1446,2025-05-23 15:13:58,paid,961.24
100292,5838,2025-11-01 17:37:25,paid,728.96
100293,1467,2024-08-20 16:32:45,paid,1055.16
100294,1777,2025-10-03 23:13:01,cancelled,1655.83
100295,5640,2025-10-08 01:29:59,paid,44.62
100296,3656,2025-05-06 23:07:58,paid,840.92
100297,915,2025-10-23 23:15:51,paid,801.34
100298,288,2025-08-02 17:36:39,paid,1137.32
100299,4191,2024-11-26 00:18:45,paid,787.93
100300,2089,2025-03-01 07:11:27,paid,356.9
100301,4427,2024-12-23 16:16:57,refunded,112.5
100302,5933,2025-09-06 07:58:38,paid,612.21
100303,1805,2025-04-28 14:05:20,paid,398.34
100304,1179,2025-08-12 22:12:55,paid,1922.5
100305,2552,2024-02-11 00:28:36,paid,1001.74
100306,4371,2024-10-13 01:13:43,cancelled,71.17
100307,1589,2023-12-02 06:17:22,paid,460.06
100308,1957,2025-09-25 07:30:20,paid,1212.48
100309,1776,2025-10-28 11:11:07,paid,557.91
100310,4863,2024-08-26 15:14:21,refunded,795.05
100311,988,2025-04-28 12:16:32,cancelled,264.56
100312,5856,2025-02-15 18:35:27,paid,494.09
100313,1204,2025-03-29 02:52:25,paid,992.62
100314,3331,2025-09-03 12:07:24,paid,395.95
100315,1120,2025-01-08 16:13:34,paid,1359.06
100316,197,2024-10-04 21:00:16,paid,1038.25
100317,3976,2025-01-27 21:03:36,cancelled,583.27
100318,526,2025-10-20 11:00:39,paid,70.36
100319,4728,2025-05-05 03:58:44,refunded,1643.13
100320,1411,2025-10-31 11:58:07,paid,1495.14
100321,4504,2025-10-06 12:04:21,paid,495.75
100322,1293,2025-06-11 10:30:31,paid,258.75
100323,1195,2025-05-28 17:51:43,paid,79.06
100324,1949,2024-10-24 14:08:05,paid,300.39
100325,3656,2025-03-31 14:02:41,paid,92.72
100326,4787,2025-03-02 19:45:36,paid,124.17
100327,2218,2025-05-14 11:49:06,paid,358.09
100328,4255,2025-08-27 01:41:15,paid,318.37
100329,3581,2025-11-02 23:54:33,paid,531.05
100330,5786,2025-10-22 18:15:39,paid,607.02
100331,1018,2025-04-11 05:27:27,paid,1131.35
100332,3154,2024-11-21 14:53:53,paid,2501.39
100333,5177,2024-08-01 11:15:08,paid,1256.82
100334,3591,2025-09-12 13:30:10,refunded,129.68
100335,4208,2025-10-12 05:52:18,paid,127.34
100336,4070,2024-11-28 10:53:38,paid,1382.93
100337,48,2025-03-02 08:35:55,paid,239.03
100338,3664,2025-05-29 00:59:32,paid,144.0
100339,4472,2025-10-11 05:51:18,paid,1059.3
100340,828,2025-07-08 15:24:54,paid,830.85
100341,4723,2025-01-01 13:16:55,paid,71.3
100342,5123,2025-04-17 13:02:35,paid,196.33
100343,5988,2024-12-26 16:22:15,paid,63.61
100344,2090,2025-08-28 12:46:44,cancelled,800.84
100345,2057,2025-06-21 06:18:36,paid,92.63
100346,819,2023-12-20 23:44:57,paid,420.65
100347,4753,2025-10-05 21:54:27,cancelled,1908.5
100348,3985,2025-10-18 16:50:20,paid,286.51
100349,3681,2024-08-04 18:38:07,paid,443.25
100350,1812,2025-01-31 13:17:34,cancelled,622.65
100351,4886,2024-08-15 04:47:44,paid,64.91
100352,5556,2025-05-04 14:15:40,paid,318.18
100353,3115,2025-09-27 11:43:29,paid,334.92
100354,5251,2024-11-17 15:13:03,paid,444.14
100355,1630,2025-10-25 16:10:59,paid,649.89
100356,1544,2025-05-08 09:53:40,paid,80.38
100357,3580,2025-10-10 05:18:41,paid,96.09
100358,5770,2025-02-21 17:11:33,paid,82.62
100359,1905,2025-07-04 17:43:04,paid,459.01
100360,1437,2025-09-15 21:30:38,cancelled,733.38
100361,5032,2025-08-30 20:33:00,paid,312.55
100362,3318,2025-06-27 07:02:24,paid,846.29
100363,3521,2025-10-11 23:38:17,paid,147.85
100364,3060,2024-10-27 20:16:50,paid,729.6
100365,4117,2024-05-04 00:24:34,paid,2205.12
100366,999,2025-10-14 13:34:41,paid,296.51
100367,1432,2025-03-14 17:30:39,cancelled,1976.66
100368,4553,2024-10-16 18:55:44,paid,2343.81
100369,5564,2024-11-29 02:03:22,paid,358.32
100370,3062,2024-11-28 05:47:39,paid,388.41
100371,265,2025-04-01 07:46:45,paid,559.23
100372,3732,2025-05-02 21:27:35,paid,129.2
100373,2275,2025-04-22 20:41:59,refunded,1365.9
100374,3876,2023-10-29 02:04:41,cancelled,872.75
100375,3318,2025-05-10 07:21:24,paid,268.07
100376,2047,2025-05-25 06:24:37,paid,843.78
100377,3145,2025-03-12 23:22:45,cancelled,657.7
100378,3222,2024-09-30 14:45:41,paid,457.52
100379,3141,2024-12-19 07:48:30,paid,544.25
100380,5065,2025-07-21 07:25:19,cancelled,492.76
100381,4901,2025-09-21 22:27:40,paid,637.35
100382,1254,2025-07-14 12:18:24,paid,1515.33
100383,723,2025-07-22 23:41:03,paid,104.96
100384,5192,2023-12-20 12:33:03,paid,419.52
100385,5098,2024-04-29 09:04:49,paid,225.88
100386,84,2025-05-22 04:30:29,paid,485.15
100387,4836,2025-10-03 00:32:20,paid,852.17
100388,3371,2025-09-13 08:44:32,paid,2051.21
100389,3820,2025-10-07 10:08:42,paid,1031.99
100390,3365,2025-10-29 21:30:03,paid,621.01
100391,1758,2025-05-30 17:56:06,paid,428.35
100392,4319,2025-08-26 20:55:19,refunded,517.38
100393,2781,2025-05-14 06:14:20,paid,454.42
100394,3288,2024-03-24 11:02:33,paid,421.8
100395,2453,2024-12-02 16:40:13,paid,248.49
100396,5289,2025-07-19 02:29:34,paid,519.72
100397,329,2025-05-25 14:49:06,paid,706.11
100398,426,2025-10-23 04:16:29,paid,522.63
100399,5674,2024-09-19 23:01:41,paid,554.62
100400,770,2025-09-09 11:03:26,paid,515.38
100401,5316,2025-10-29 12:17:31,refunded,156.15
100402,3976,2025-07-29 16:45:24,paid,417.7
100403,608,2025-10-26 21:12:18,paid,362.67
100404,1853,2025-05-18 08:18:01,refunded,211.64
100405,2673,2025-02-15 23:00:10,cancelled,115.87
100406,2125,2025-08-08 10:46:18,paid,1459.49
100407,1301,2025-07-26 05:30:44,paid,826.83
100408,5016,2025-01-28 15:37:30,paid,997.96
100409,466,2025-08-17 08:36:00,paid,584.53
100410,1965,2025-09-05 14:15:56,paid,600.68
100411,5568,2025-05-31 08:27:42,refunded,792.29
100412,1946,2025-03-29 13:17:38,paid,948.26
100413,5280,2024-12-19 15:30:27,paid,1426.53
100414,2540,2025-03-24 23:58:15,paid,437.37
100415,2361,2024-04-10 13:57:49,paid,429.58
100416,5751,2025-09-17 01:25:39,refunded,425.34
100417,2040,2025-10-06 12:56:23,paid,552.55
100418,1185,2024-09-15 10:39:34,paid,239.2
100419,3935,2025-06-13 14:17:40,paid,1279.3
100420,3218,2025-09-17 17:19:23,cancelled,414.38
100421,5795,2025-06-08 23:59:35,paid,1413.25
100422,2783,2025-04-21 22:18:00,cancelled,231.55
100423,778,2025-09-20 05:33:28,paid,206.16
100424,3380,2023-12-17 17:01:33,paid,333.86
100425,2419,2024-08-22 20:41:52,paid,267.59
100426,4078,2025-09-07 15:02:09,paid,570.39
100427,4263,2024-11-12 12:32:04,paid,605.92
100428,2440,2025-01-26 18:53:33,refunded,3324.07
100429,4832,2025-02-05 14:22:45,paid,129.37
100430,5021,2024-09-12 23:32:04,paid,372.25
100431,5270,2025-09-06 18:58:00,paid,575.9
100432,5588,2025-02-21 10:43:28,paid,861.98
100433,1990,2025-05-05 01:28:57,paid,2538.63
100434,1067,2025-10-04 11:24:00,paid,674.06
100435,945,2025-06-27 21:41:02,paid,250.36
100436,29,2025-07-22 06:37:49,paid,621.6
100437,1898,2025-05-31 00:57:58,paid,238.16
100438,5752,2025-02-26 13:47:11,paid,1537.58
100439,5969,2025-04-15 23:27:43,paid,69.54
100440,5151,2025-10-01 02:31:00,refunded,745.26
100441,1698,2024-09-14 20:17:24,paid,347.91
100442,2815,2025-06-25 14:24:25,paid,262.32
100443,3366,2025-02-02 20:22:41,paid,167.12
100444,2489,2024-11-29 07:51:29,paid,1677.58
100445,5508,2025-01-17 02:50:10,paid,1186.57
100446,5886,2025-02-19 09:57:24,cancelled,1166.49
100447,1666,2025-05-02 23:42:51,paid,389.92
100448,4620,2025-11-02 04:32:36,paid,1446.61
100449,1571,2024-07-17 21:00:46,paid,376.79
100450,1734,2025-11-01 22:12:10,paid,1261.64
100451,760,2025-10-13 18:41:03,paid,585.72
100452,2158,2025-09-05 13:18:11,paid,1181.91
100453,1352,2025-08-14 23:13:43,cancelled,1028.72
100454,3477,2025-08-13 21:55:56,paid,1036.48
100455,1269,2025-09-26 06:36:07,paid,88.13
100456,1786,2024-08-17 07:15:30,cancelled,2118.4
100457,3950,2024-06-28 00:46:09,paid,553.6
100458,5949,2025-05-23 23:59:12,cancelled,253.04
100459,2608,2025-07-31 21:40:48,paid,159.5
100460,399,2025-08-15 00:52:01,paid,304.9
100461,2631,2025-07-10 05:12:30,refunded,817.82
100462,2447,2025-04-05 19:49:06,paid,1125.12
100463,1670,2025-10-06 21:24:12,paid,144.0
100464,239,2025-10-31 14:49:45,paid,228.41
100465,3537,2024-02-12 20:19:33,paid,476.5
100466,5700,2025-05-02 13:36:22,refunded,469.16
100467,3862,2025-02-03 19:50:26,cancelled,328.65
100468,3104,2025-09-03 04:13:42,refunded,642.22
100469,1147,2025-05-21 07:37:45,paid,621.24
100470,1558,2025-06-26 11:03:49,paid,466.93
100471,3739,2024-11-11 09:32:20,paid,76.62
100472,2158,2025-10-20 18:02:24,cancelled,652.32
100473,5391,2024-11-07 03:44:02,paid,590.29
100474,3452,2025-03-14 10:22:11,paid,312.96
100475,300,2025-01-27 16:53:38,refunded,322.89
100476,3699,2025-08-09 23:26:04,paid,179.93
100477,4054,2025-11-01 23:04:29,paid,1971.93
100478,5862,2025-01-29 07:39:52,paid,263.87
100479,4860,2024-07-12 17:11:30,paid,386.9
100480,249,2025-06-27 14:38:15,paid,253.3
100481,2569,2025-04-24 08:59:12,paid,815.11
100482,4130,2025-01-22 23:12:16,paid,1150.86
100483,4324,2025-03-01 11:26:37,paid,1620.53
100484,4681,2025-09-15 10:56:09,paid,79.14
100485,2861,2025-09-19 06:08:32,paid,735.48
100486,724,2025-10-29 02:50:31,paid,436.31
100487,570,2025-10-19 11:35:31,paid,409.54
100488,220,2025-06-02 08:32:20,paid,2238.32
100489,1395,2025-09-06 09:18:20,paid,1558.7
100490,2835,2024-11-19 15:28:27,paid,716.52
100491,2123,2025-10-21 15:18:54,paid,549.19
100492,5738,2025-06-03 15:27:49,paid,576.07
100493,4232,2025-09-05 14:07:54,paid,435.23
100494,4001,2025-05-27 23:55:32,paid,353.03
100495,4350,2025-06-17 18:46:09,paid,1089.93
100496,3090,2025-07-12 15:01:19,refunded,86.72
100497,50,2025-10-19 04:40:12,refunded,785.06
100498,515,2025-07-05 03:22:16,paid,843.5
100499,2792,2024-05-20 04:41:45,paid,1902.62
100500,2779,2025-07-09 23:25:28,cancelled,840.53
100501,2619,2025-04-13 11:01:27,paid,385.91
100502,1838,2024-09-22 22:27:05,paid,1100.58
100503,4672,2025-04-18 11:12:02,paid,456.44
100504,1166,2024-11-14 06:19:58,paid,176.23
100505,4999,2025-05-24 17:24:35,refunded,1712.36
100506,2250,2025-08-23 13:26:08,paid,309.37
100507,415,2025-08-25 00:26:11,paid,358.16
100508,2269,2025-01-03 17:06:32,cancelled,300.0
100509,1105,2025-06-25 11:01:30,paid,276.35
100510,4859,2025-09-24 20:23:31,paid,418.02
100511,4659,2025-05-01 18:58:52,paid,732.53
100512,3357,2025-09-11 17:09:24,paid,318.75
100513,2417,2025-07-03 09:46:44,paid,239.79
100514,5612,2025-09-06 12:59:11,cancelled,342.13
100515,1935,2025-08-09 01:29:59,paid,621.01
100516,5466,2025-02-28 22:59:19,paid,2800.01
100517,204,2025-11-02 02:56:09,paid,305.76
100518,5673,2025-09-07 03:38:40,paid,562.61
100519,69,2025-07-02 20:54:55,paid,570.65
100520,516,2025-04-14 10:54:38,paid,266.14
100521,3564,2025-09-18 17:18:21,paid,504.84
100522,4457,2024-06-14 13:04:32,cancelled,282.44
100523,1465,2025-06-28 05:25:05,paid,118.13
100524,5151,2025-10-15 23:53:43,paid,113.09
100525,1653,2024-12-23 22:42:33,paid,1214.74
100526,707,2025-09-19 00:45:16,paid,657.01
100527,1626,2025-07-17 15:51:52,paid,260.63
100528,4753,2025-05-15 09:19:21,paid,573.29
100529,3786,2025-04-17 16:51:09,paid,101.0
