order_id,product_id,qty,unit_price,category
100042,1184,1,183.03,home
100042,1063,2,87.92,home
100042,1156,1,29.46,beauty
100042,1026,1,260.63,sports
100043,1057,2,81.2,apparel
100043,1131,1,220.75,sports
100043,1196,1,66.67,toys
100043,1134,1,155.01,sports
100043,1034,3,20.67,beauty
100044,1094,1,547.11,electronics
100045,1169,1,65.55,apparel
100046,1037,2,118.8,home
100046,1041,2,113.13,home
100046,1164,1,52.34,beauty
100047,1104,1,773.63,electronics
100047,1174,1,67.19,toys
100047,1037,1,118.8,home
100048,1135,3,87.54,toys
100048,1043,1,130.77,home
100048,1042,1,56.2,toys
100048,1133,1,38.13,apparel
100049,1140,2,122.22,home
100049,1195,1,63.61,beauty
100049,1083,3,71.77,beauty
100049,1105,1,82.83,toys
100049,1063,2,87.92,home
100050,1084,1,52.48,apparel
100050,1025,1,117.69,home
100050,1183,1,66.39,toys
100050,1039,1,63.26,beauty
100050,1095,1,142.85,home
100051,1197,2,139.32,home
100052,1102,2,80.38,apparel
100052,1023,1,172.47,home
100052,1072,1,69.35,apparel
100052,1120,2,80.91,apparel
100052,1105,1,82.83,toys
100053,1108,1,70.01,toys
100053,1049,1,136.59,sports
100053,1113,2,37.17,beauty
100053,1023,2,172.47,home
100053,1036,1,107.37,toys
100054,1001,1,80.0,beauty
100054,1067,2,409.91,electronics
100054,1145,1,92.63,sports
100054,1147,1,182.4,sports
100055,1156,1,29.46,beauty
100055,1196,1,66.67,toys
100055,1106,1,63.83,apparel
100055,1027,2,39.69,apparel
100056,1159,1,70.36,toys
100057,1142,2,67.88,apparel
100057,1168,1,161.73,sports
100057,1003,1,201.69,sports
100057,1180,1,213.1,home
100057,1083,1,71.77,beauty
100058,1006,2,118.58,home
100058,1125,2,64.84,apparel
100059,1193,3,43.36,apparel
100059,1187,1,88.13,home
100059,1126,1,115.29,home
100059,1042,1,56.2,toys
100059,1068,1,141.22,home
100060,1145,1,92.63,sports
100060,1131,2,220.75,sports
100060,1010,1,76.62,apparel
100061,1144,1,99.05,apparel
100061,1096,1,196.33,home
100061,1033,2,191.18,sports
100062,1090,2,144.6,sports
100062,1110,2,107.71,home
100062,1152,1,73.32,beauty
100063,1107,1,172.14,sports
100063,1176,1,313.34,electronics
100063,1170,1,376.79,electronics
100063,1018,1,66.56,toys
100063,1065,1,105.62,home
100064,1014,1,300.0,sports
100064,1120,1,80.91,apparel
100064,1150,2,78.59,apparel
100064,1065,2,105.62,home
100064,1173,1,26.26,beauty
100065,1196,1,66.67,toys
100065,1191,3,615.38,electronics
100066,1001,2,80.0,beauty
100066,1060,2,113.18,home
100066,1131,1,220.75,sports
100066,1125,2,64.84,apparel
100067,1094,1,547.11,electronics
100067,1175,1,90.48,toys
100068,1033,2,191.18,sports
100068,1071,1,122.96,sports
100068,1174,2,67.19,toys
100068,1020,1,74.9,apparel
100068,1040,1,67.39,apparel
100069,1198,1,107.06,sports
100069,1075,1,120.0,apparel
100069,1018,1,66.56,toys
100070,1161,1,129.47,home
100070,1140,2,122.22,home
100070,1108,1,70.01,toys
100070,1114,1,30.75,beauty
100070,1050,1,178.86,home
100071,1067,1,409.91,electronics
100071,1062,3,112.71,toys
100071,1081,2,25.98,beauty
100071,1141,2,118.03,sports
100071,1154,1,97.43,sports
100072,1073,1,250.0,home
100072,1119,1,45.11,toys
100072,1075,1,120.0,apparel
100072,1168,1,161.73,sports
100073,1089,1,80.78,toys
100074,1185,1,48.99,beauty
100074,1193,1,43.36,apparel
100074,1113,1,37.17,beauty
100074,1017,1,64.91,toys
100075,1109,1,143.46,home
100075,1166,3,437.37,electronics
100075,1040,3,67.39,apparel
100075,1198,1,107.06,sports
100075,1114,1,30.75,beauty
100076,1067,1,409.91,electronics
100076,1189,1,166.61,sports
100077,1079,1,62.01,toys
100078,1034,1,20.67,beauty
100079,1076,2,80.0,beauty
100080,1173,2,26.26,beauty
100080,1124,1,71.79,apparel
100080,1010,1,76.62,apparel
100080,1060,1,113.18,home
100081,1146,1,121.57,home
100081,1076,1,80.0,beauty
100081,1067,1,409.91,electronics
100082,1020,2,74.9,apparel
100082,1156,1,29.46,beauty
100082,1100,1,49.23,beauty
100083,1082,2,477.1,electronics
100083,1164,2,52.34,beauty
100083,1077,1,473.59,electronics
100083,1156,2,29.46,beauty
100083,1164,1,52.34,beauty
100084,1112,1,127.34,home
100084,1140,1,122.22,home
100084,1186,1,59.41,toys
100085,1184,1,183.03,home
100085,1031,1,37.46,apparel
100085,1098,2,69.54,apparel
100086,1031,1,37.46,apparel
100087,1187,1,88.13,home
100087,1067,1,409.91,electronics
100087,1188,1,47.39,toys
100088,1193,1,43.36,apparel
100088,1137,2,440.88,electronics
100089,1072,1,69.35,apparel
100089,1117,1,561.36,electronics
100090,1127,1,96.09,sports
100090,1028,2,38.01,apparel
100090,1022,3,278.89,electronics
100090,1084,1,52.48,apparel
100090,1158,1,312.55,electronics
100091,1156,1,29.46,beauty
100091,1092,1,77.48,apparel
100092,1168,1,161.73,sports
100092,1017,1,64.91,toys
100092,1110,1,107.71,home
100092,1094,1,547.11,electronics
100092,1015,1,115.97,home
100093,1157,1,82.41,apparel
100093,1063,1,87.92,home
100093,1013,2,158.77,home
100093,1022,1,278.89,electronics
100094,1160,1,76.21,apparel
100094,1159,1,70.36,toys
100094,1126,2,115.29,home
100094,1047,1,763.91,electronics
100094,1004,1,400.73,electronics
100095,1083,1,71.77,beauty
100095,1118,2,108.89,sports
100096,1101,2,209.21,home
100096,1147,1,182.4,sports
100097,1024,1,335.53,electronics
100097,1040,2,67.39,apparel
100097,1168,1,161.73,sports
100097,1002,2,79.14,home
100098,1096,2,196.33,home
100099,1038,1,122.46,toys
100099,1197,1,139.32,home
100099,1078,1,71.17,toys
100099,1165,1,63.74,toys
100100,1065,1,105.62,home
100100,1044,3,79.34,apparel
100100,1021,1,364.48,electronics
100100,1082,2,477.1,electronics
100100,1137,1,440.88,electronics
100101,1076,1,80.0,beauty
100101,1157,2,82.41,apparel
100102,1071,3,122.96,sports
100102,1160,1,76.21,apparel
100102,1058,3,54.58,apparel
100102,1019,2,24.87,apparel
100102,1156,1,29.46,beauty
100103,1162,2,46.53,beauty
100103,1186,1,59.41,toys
100103,1023,1,172.47,home
100103,1192,1,127.14,home
100103,1109,3,143.46,home
100104,1181,1,61.81,apparel
100105,1112,3,127.34,home
100105,1130,1,372.96,electronics
100105,1185,2,48.99,beauty
100105,1060,1,113.18,home
100105,1005,2,57.79,apparel
100106,1117,2,561.36,electronics
100106,1065,1,105.62,home
100106,1143,2,164.32,home
100106,1114,1,30.75,beauty
100107,1143,2,164.32,home
100107,1088,2,71.3,apparel
100107,1125,3,64.84,apparel
100107,1076,1,80.0,beauty
100108,1078,1,71.17,toys
100108,1152,1,73.32,beauty
100108,1093,1,131.17,home
100108,1065,2,105.62,home
100108,1114,1,30.75,beauty
100109,1048,2,45.43,beauty
100109,1194,2,104.36,home
100109,1088,1,71.3,apparel
100110,1093,2,131.17,home
100110,1016,1,429.58,electronics
100111,1191,2,615.38,electronics
100112,1075,1,120.0,apparel
100112,1139,1,72.94,toys
100113,1103,1,41.46,toys
100114,1097,1,621.01,electronics
100114,1082,1,477.1,electronics
100114,1077,1,473.59,electronics
100114,1004,1,400.73,electronics
100114,1155,1,44.62,apparel
100115,1181,3,61.81,apparel
100115,1110,1,107.71,home
100115,1176,1,313.34,electronics
100115,1106,2,63.83,apparel
100115,1021,1,364.48,electronics
100116,1145,2,92.63,sports
100116,1098,1,69.54,apparel
100116,1014,1,300.0,sports
100116,1043,2,130.77,home
100117,1084,2,52.48,apparel
100117,1100,1,49.23,beauty
100118,1188,1,47.39,toys
100118,1016,2,429.58,electronics
100118,1097,1,621.01,electronics
100118,1125,1,64.84,apparel
100118,1023,1,172.47,home
100119,1169,1,65.55,apparel
100119,1130,1,372.96,electronics
100119,1158,1,312.55,electronics
100120,1055,1,157.79,home
100121,1199,3,149.07,home
100121,1180,1,213.1,home
100121,1084,2,52.48,apparel
100121,1084,1,52.48,apparel
100122,1137,2,440.88,electronics
100122,1197,1,139.32,home
100122,1114,1,30.75,beauty
100122,1080,1,129.37,home
100123,1151,2,369.17,electronics
100123,1155,1,44.62,apparel
100123,1036,1,107.37,toys
100124,1142,1,67.88,apparel
100124,1000,1,67.95,toys
100124,1106,2,63.83,apparel
100124,1027,2,39.69,apparel
100125,1040,2,67.39,apparel
100125,1066,1,48.25,beauty
100125,1047,1,763.91,electronics
100125,1085,2,121.79,home
100125,1057,2,81.2,apparel
100126,1188,1,47.39,toys
100126,1083,1,71.77,beauty
100127,1123,1,137.79,toys
100127,1110,1,107.71,home
100127,1041,1,113.13,home
100128,1117,1,561.36,electronics
100128,1154,1,97.43,sports
100128,1167,1,144.0,home
100129,1081,1,25.98,beauty
100129,1094,3,547.11,electronics
100129,1021,1,364.48,electronics
100129,1077,1,473.59,electronics
100129,1081,1,25.98,beauty
100130,1183,1,66.39,toys
100130,1167,3,144.0,home
100130,1143,3,164.32,home
100130,1160,2,76.21,apparel
100131,1165,1,63.74,toys
100131,1050,2,178.86,home
100131,1187,1,88.13,home
100132,1011,1,44.07,beauty
100132,1011,2,44.07,beauty
100132,1072,1,69.35,apparel
100133,1177,3,97.44,apparel
100133,1002,3,79.14,home
100133,1143,2,164.32,home
100133,1013,3,158.77,home
100134,1074,1,58.4,toys
100134,1089,1,80.78,toys
100135,1027,2,39.69,apparel
100135,1129,1,101.0,home
100136,1020,2,74.9,apparel
100136,1102,2,80.38,apparel
100136,1152,1,73.32,beauty
100136,1057,1,81.2,apparel
100136,1036,1,107.37,toys
100137,1189,1,166.61,sports
100137,1194,2,104.36,home
100137,1102,1,80.38,apparel
100137,1071,1,122.96,sports
100138,1045,2,437.44,electronics
100139,1034,1,20.67,beauty
100140,1127,1,96.09,sports
100140,1073,1,250.0,home
100141,1023,3,172.47,home
100141,1018,1,66.56,toys
100141,1173,1,26.26,beauty
100141,1048,1,45.43,beauty
100141,1043,1,130.77,home
100142,1142,1,67.88,apparel
100142,1176,1,313.34,electronics
100143,1185,2,48.99,beauty
100143,1100,1,49.23,beauty
100143,1077,1,473.59,electronics
100143,1035,1,175.22,home
100143,1100,1,49.23,beauty
100144,1146,2,121.57,home
100144,1000,1,67.95,toys
100145,1057,1,81.2,apparel
100145,1055,1,157.79,home
100145,1180,3,213.1,home
100146,1111,2,765.4,electronics
100147,1098,2,69.54,apparel
100148,1147,1,182.4,sports
100148,1190,1,96.53,toys
100148,1160,1,76.21,apparel
100148,1035,2,175.22,home
100149,1024,1,335.53,electronics
100149,1153,3,92.0,apparel
100149,1023,1,172.47,home
100149,1096,1,196.33,home
100150,1168,2,161.73,sports
100151,1015,3,115.97,home
100151,1148,1,601.77,electronics
100151,1014,2,300.0,sports
100151,1166,1,437.37,electronics
100152,1053,1,49.48,beauty
100152,1081,1,25.98,beauty
100152,1039,2,63.26,beauty
100152,1126,2,115.29,home
100152,1138,1,150.0,toys
100153,1172,2,79.06,toys
100153,1135,1,87.54,toys
100153,1084,2,52.48,apparel
100153,1034,1,20.67,beauty
100154,1110,1,107.71,home
100154,1071,1,122.96,sports
100154,1086,1,43.56,toys
100154,1002,1,79.14,home
100154,1164,1,52.34,beauty
100155,1024,1,335.53,electronics
100155,1038,2,122.46,toys
100155,1164,2,52.34,beauty
100155,1124,1,71.79,apparel
100155,1104,2,773.63,electronics
100156,1098,1,69.54,apparel
100156,1067,1,409.91,electronics
100156,1032,1,179.93,sports
100156,1149,1,132.8,home
100156,1192,1,127.14,home
100157,1199,1,149.07,home
100158,1189,3,166.61,sports
100158,1085,1,121.79,home
100158,1014,1,300.0,sports
100158,1005,1,57.79,apparel
100158,1000,1,67.95,toys
100159,1053,1,49.48,beauty
100160,1101,2,209.21,home
100160,1081,2,25.98,beauty
100160,1062,1,112.71,toys
100160,1000,1,67.95,toys
100160,1024,3,335.53,electronics
100161,1184,1,183.03,home
100161,1064,1,113.17,toys
100162,1000,1,67.95,toys
100162,1147,3,182.4,sports
100163,1149,2,132.8,home
100163,1128,1,60.05,beauty
100163,1125,1,64.84,apparel
100163,1000,1,67.95,toys
100164,1104,1,773.63,electronics
100164,1160,1,76.21,apparel
100164,1133,1,38.13,apparel
100164,1024,2,335.53,electronics
100164,1150,1,78.59,apparel
100165,1000,2,67.95,toys
100165,1093,1,131.17,home
100165,1067,1,409.91,electronics
100165,1022,1,278.89,electronics
100166,1029,2,86.81,toys
100166,1128,1,60.05,beauty
100166,1047,1,763.91,electronics
100167,1133,1,38.13,apparel
100167,1191,1,615.38,electronics
100168,1062,1,112.71,toys
100168,1156,1,29.46,beauty
100168,1187,1,88.13,home
100168,1161,1,129.47,home
100168,1128,1,60.05,beauty
100169,1171,1,38.27,beauty
100169,1147,1,182.4,sports
100170,1051,1,134.7,toys
100170,1074,3,58.4,toys
100170,1091,3,119.6,home
100170,1061,1,152.78,home
100170,1065,2,105.62,home
100171,1086,3,43.56,toys
100171,1095,1,142.85,home
100171,1030,1,118.13,toys
100171,1082,1,477.1,electronics
100171,1142,2,67.88,apparel
100172,1017,2,64.91,toys
100172,1125,3,64.84,apparel
100173,1113,1,37.17,beauty
100173,1083,1,71.77,beauty
100173,1083,2,71.77,beauty
100173,1082,1,477.1,electronics
100174,1023,3,172.47,home
100174,1108,1,70.01,toys
100174,1166,1,437.37,electronics
100174,1139,1,72.94,toys
100174,1093,2,131.17,home
100175,1173,1,26.26,beauty
100176,1051,1,134.7,toys
100176,1033,1,191.18,sports
100176,1189,1,166.61,sports
100177,1156,1,29.46,beauty
100178,1100,1,49.23,beauty
100178,1179,1,42.04,apparel
100179,1105,2,82.83,toys
100179,1151,2,369.17,electronics
100179,1036,1,107.37,toys
100180,1052,2,49.7,home
100180,1099,3,225.43,home
100180,1016,1,429.58,electronics
100181,1011,1,44.07,beauty
100181,1031,1,37.46,apparel
100181,1154,1,97.43,sports
100182,1042,1,56.2,toys
100182,1130,1,372.96,electronics
100182,1156,1,29.46,beauty
100182,1084,1,52.48,apparel
100182,1034,2,20.67,beauty
100183,1105,1,82.83,toys
100183,1145,1,92.63,sports
100183,1187,2,88.13,home
100183,1104,1,773.63,electronics
100183,1092,1,77.48,apparel
100184,1139,1,72.94,toys
100184,1143,2,164.32,home
100185,1118,1,108.89,sports
100185,1030,1,118.13,toys
100185,1108,1,70.01,toys
100185,1162,1,46.53,beauty
100185,1026,2,260.63,sports
100186,1125,1,64.84,apparel
100186,1143,1,164.32,home
100186,1038,2,122.46,toys
100186,1108,1,70.01,toys
100186,1172,1,79.06,toys
100187,1166,2,437.37,electronics
100187,1088,2,71.3,apparel
100187,1059,1,80.98,sports
100188,1142,1,67.88,apparel
100188,1004,1,400.73,electronics
100188,1028,1,38.01,apparel
100189,1115,1,86.79,toys
100189,1174,1,67.19,toys
100190,1147,1,182.4,sports
100191,1159,1,70.36,toys
100192,1069,1,669.52,electronics
100192,1048,1,45.43,beauty
100192,1103,1,41.46,toys
100192,1157,1,82.41,apparel
100192,1101,1,209.21,home
100193,1049,3,136.59,sports
100193,1163,1,44.76,apparel
100194,1114,1,30.75,beauty
100194,1027,1,39.69,apparel
100194,1019,2,24.87,apparel
100194,1176,1,313.34,electronics
100194,1184,1,183.03,home
100195,1140,1,122.22,home
100195,1061,1,152.78,home
100196,1066,1,48.25,beauty
100196,1011,1,44.07,beauty
100196,1034,1,20.67,beauty
100197,1192,2,127.14,home
100197,1154,1,97.43,sports
100197,1100,1,49.23,beauty
100197,1059,1,80.98,sports
100198,1094,1,547.11,electronics
100198,1159,1,70.36,toys
100198,1146,1,121.57,home
100199,1185,2,48.99,beauty
100199,1181,1,61.81,apparel
100199,1169,2,65.55,apparel
100199,1116,1,69.4,apparel
100200,1184,1,183.03,home
100200,1147,1,182.4,sports
100200,1065,3,105.62,home
100200,1148,1,601.77,electronics
100200,1114,1,30.75,beauty
100201,1130,1,372.96,electronics
100202,1148,1,601.77,electronics
100203,1000,1,67.95,toys
100203,1022,3,278.89,electronics
100204,1134,2,155.01,sports
100205,1061,1,152.78,home
100205,1072,2,69.35,apparel
100205,1002,3,79.14,home
100206,1025,3,117.69,home
100206,1047,3,763.91,electronics
100206,1004,2,400.73,electronics
100206,1058,1,54.58,apparel
100207,1140,1,122.22,home
100208,1124,3,71.79,apparel
100208,1157,3,82.41,apparel
100209,1056,1,82.62,toys
100209,1043,1,130.77,home
100209,1011,1,44.07,beauty
100209,1121,1,823.88,electronics
100209,1167,2,144.0,home
100210,1093,1,131.17,home
100210,1123,2,137.79,toys
100210,1186,1,59.41,toys
100211,1196,2,66.67,toys
100211,1044,1,79.34,apparel
100212,1129,2,101.0,home
100212,1154,1,97.43,sports
100212,1148,1,601.77,electronics
100212,1086,2,43.56,toys
100213,1093,2,131.17,home
100213,1198,1,107.06,sports
100213,1001,1,80.0,beauty
100213,1016,1,429.58,electronics
100214,1105,2,82.83,toys
100214,1104,1,773.63,electronics
100214,1009,1,105.75,apparel
100215,1060,1,113.18,home
100215,1090,1,144.6,sports
100215,1140,2,122.22,home
100215,1192,3,127.14,home
100216,1085,1,121.79,home
100217,1009,2,105.75,apparel
100217,1184,2,183.03,home
100217,1079,1,62.01,toys
100217,1012,1,110.45,sports
100218,1062,1,112.71,toys
100218,1174,1,67.19,toys
100218,1042,1,56.2,toys
100219,1100,1,49.23,beauty
100220,1007,3,369.89,electronics
100220,1171,2,38.27,beauty
100220,1095,1,142.85,home
100220,1161,3,129.47,home
100220,1034,2,20.67,beauty
100221,1071,1,122.96,sports
100221,1109,1,143.46,home
100222,1141,1,118.03,sports
100223,1092,2,77.48,apparel
100223,1099,1,225.43,home
100223,1130,1,372.96,electronics
100223,1116,1,69.4,apparel
100224,1049,1,136.59,sports
100224,1047,1,763.91,electronics
100224,1002,1,79.14,home
100225,1039,1,63.26,beauty
100225,1124,1,71.79,apparel
100225,1017,1,64.91,toys
100226,1129,1,101.0,home
100227,1035,1,175.22,home
100227,1195,2,63.61,beauty
100228,1184,2,183.03,home
100228,1147,1,182.4,sports
100228,1132,1,80.71,sports
100228,1023,1,172.47,home
100228,1029,1,86.81,toys
100229,1116,1,69.4,apparel
100230,1137,2,440.88,electronics
100230,1026,1,260.63,sports
100230,1012,1,110.45,sports
100230,1041,2,113.13,home
100230,1164,1,52.34,beauty
100231,1140,1,122.22,home
100231,1105,1,82.83,toys
100232,1150,2,78.59,apparel
100232,1192,1,127.14,home
100232,1127,2,96.09,sports
100232,1179,2,42.04,apparel
100232,1060,2,113.18,home
100233,1041,1,113.13,home
100233,1159,1,70.36,toys
100233,1177,1,97.44,apparel
100233,1040,1,67.39,apparel
100233,1107,1,172.14,sports
100234,1130,1,372.96,electronics
100235,1157,1,82.41,apparel
100235,1120,2,80.91,apparel
100235,1164,1,52.34,beauty
100235,1187,1,88.13,home
100236,1027,1,39.69,apparel
100236,1134,1,155.01,sports
100236,1044,1,79.34,apparel
100237,1004,2,400.73,electronics
100237,1156,3,29.46,beauty
100237,1051,1,134.7,toys
100237,1150,2,78.59,apparel
100238,1106,1,63.83,apparel
100238,1153,1,92.0,apparel
100239,1024,2,335.53,electronics
100239,1174,1,67.19,toys
100239,1021,1,364.48,electronics
100239,1060,1,113.18,home
100240,1182,2,91.46,toys
100240,1038,1,122.46,toys
100240,1013,1,158.77,home
100241,1000,1,67.95,toys
100242,1137,2,440.88,electronics
100242,1150,1,78.59,apparel
100243,1109,2,143.46,home
100244,1051,1,134.7,toys
100244,1045,1,437.44,electronics
100244,1106,1,63.83,apparel
100244,1012,3,110.45,sports
100244,1095,1,142.85,home
100245,1100,1,49.23,beauty
100245,1086,3,43.56,toys
100245,1161,3,129.47,home
100245,1060,1,113.18,home
100245,1189,1,166.61,sports
100246,1062,1,112.71,toys
100247,1051,1,134.7,toys
100248,1140,1,122.22,home
100248,1092,1,77.48,apparel
100249,1107,1,172.14,sports
100249,1045,1,437.44,electronics
100249,1076,3,80.0,beauty
100249,1168,2,161.73,sports
100249,1045,2,437.44,electronics
100250,1160,1,76.21,apparel
100250,1057,2,81.2,apparel
100250,1127,1,96.09,sports
100251,1025,1,117.69,home
100251,1041,2,113.13,home
100251,1076,1,80.0,beauty
100251,1029,1,86.81,toys
100252,1175,1,90.48,toys
100252,1018,2,66.56,toys
100253,1112,3,127.34,home
100253,1004,1,400.73,electronics
100254,1069,2,669.52,electronics
100254,1051,1,134.7,toys
100254,1126,3,115.29,home
100255,1110,1,107.71,home
100256,1115,1,86.79,toys
100256,1071,1,122.96,sports
100256,1188,1,47.39,toys
100256,1020,2,74.9,apparel
100256,1102,1,80.38,apparel
100257,1190,3,96.53,toys
100257,1157,1,82.41,apparel
100258,1192,1,127.14,home
100258,1035,1,175.22,home
100259,1182,1,91.46,toys
100259,1186,1,59.41,toys
100259,1165,2,63.74,toys
100259,1114,1,30.75,beauty
100260,1185,1,48.99,beauty
100260,1147,1,182.4,sports
100260,1016,1,429.58,electronics
100260,1122,1,342.13,electronics
100260,1113,1,37.17,beauty
100261,1120,1,80.91,apparel
100261,1187,1,88.13,home
100261,1056,2,82.62,toys
100261,1106,1,63.83,apparel
100262,1073,2,250.0,home
100262,1126,1,115.29,home
100262,1176,1,313.34,electronics
100262,1120,1,80.91,apparel
100262,1084,3,52.48,apparel
100263,1008,3,598.44,electronics
100263,1145,1,92.63,sports
100264,1181,1,61.81,apparel
100265,1150,1,78.59,apparel
100265,1168,3,161.73,sports
100265,1102,1,80.38,apparel
100266,1017,2,64.91,toys
100266,1190,1,96.53,toys
100266,1077,1,473.59,electronics
100266,1091,2,119.6,home
100266,1010,2,76.62,apparel
100267,1056,2,82.62,toys
100267,1074,1,58.4,toys
100267,1150,1,78.59,apparel
100267,1058,1,54.58,apparel
100268,1000,1,67.95,toys
100268,1125,1,64.84,apparel
100268,1190,1,96.53,toys
100268,1112,1,127.34,home
100269,1064,3,113.17,toys
100269,1025,1,117.69,home
100269,1137,1,440.88,electronics
100270,1199,2,149.07,home
100271,1084,2,52.48,apparel
100271,1094,1,547.11,electronics
100271,1077,3,473.59,electronics
100271,1100,1,49.23,beauty
100271,1082,2,477.1,electronics
100272,1005,1,57.79,apparel
100272,1134,1,155.01,sports
100273,1024,1,335.53,electronics
100273,1062,1,112.71,toys
100273,1195,1,63.61,beauty
100273,1114,3,30.75,beauty
100273,1140,1,122.22,home
100274,1008,3,598.44,electronics
100274,1140,1,122.22,home
100274,1081,1,25.98,beauty
100274,1063,1,87.92,home
100274,1037,1,118.8,home
100275,1190,1,96.53,toys
100275,1167,3,144.0,home
100275,1087,1,90.05,toys
100275,1168,1,161.73,sports
100276,1062,1,112.71,toys
100277,1179,1,42.04,apparel
100278,1100,1,49.23,beauty
100279,1162,1,46.53,beauty
100279,1098,1,69.54,apparel
100280,1181,1,61.81,apparel
100280,1034,1,20.67,beauty
100281,1106,3,63.83,apparel
100281,1074,1,58.4,toys
100282,1039,1,63.26,beauty
100283,1115,2,86.79,toys
100283,1132,1,80.71,sports
100283,1167,1,144.0,home
100284,1078,1,71.17,toys
100284,1126,2,115.29,home
100285,1089,1,80.78,toys
100285,1112,1,127.34,home
100285,1050,1,178.86,home
100285,1152,1,73.32,beauty
100285,1067,1,409.91,electronics
100286,1037,1,118.8,home
100286,1126,2,115.29,home
100286,1071,1,122.96,sports
100286,1058,1,54.58,apparel
100286,1184,2,183.03,home
100287,1107,1,172.14,sports
100287,1145,2,92.63,sports
100287,1094,1,547.11,electronics
100287,1062,1,112.71,toys
100287,1102,2,80.38,apparel
100288,1189,2,166.61,sports
100289,1152,1,73.32,beauty
