user_id,event_time,event_name,device,page
5788,2024-01-03 09:18:19,add_to_cart,desktop,cart
1286,2024-01-03 09:26:10,view_product,desktop,product/1004
1618,2024-01-03 09:54:58,view_product,mobile,product/1082
5026,2024-01-03 10:32:19,add_to_cart,desktop,cart
5207,2024-01-03 11:03:45,add_to_cart,desktop,cart
1086,2024-01-03 11:21:23,view_product,mobile,product/1021
2537,2024-01-03 11:36:34,add_to_cart,desktop,cart
534,2024-01-03 11:53:34,add_to_cart,mobile,cart
3576,2024-01-03 11:58:12,checkout,desktop,checkout
3651,2024-01-03 12:06:24,checkout,mobile,checkout
384,2024-01-03 12:10:11,view_product,mobile,product/1077
5200,2024-01-03 12:31:08,view_product,mobile,product/1143
193,2024-01-03 12:47:27,view_product,mobile,product/1170
2643,2024-01-03 12:54:09,view_product,mobile,product/1038
5937,2024-01-03 13:03:22,purchase,tablet,order/thank-you
3837,2024-01-03 13:14:28,view_product,mobile,product/1195
3046,2024-01-03 13:27:05,view_product,mobile,product/1156
1211,2024-01-03 13:28:38,view_product,tablet,product/1067
3589,2024-01-03 13:49:37,view_product,mobile,product/1036
583,2024-01-03 13:58:10,view_product,mobile,product/1078
4399,2024-01-03 14:02:32,view_product,desktop,product/1034
1150,2024-01-03 14:12:47,view_product,desktop,product/1100
4256,2024-01-03 14:36:37,view_product,desktop,product/1162
1141,2024-01-03 14:46:44,view_product,mobile,product/1036
3719,2024-01-03 14:50:13,add_to_cart,mobile,cart
5548,2024-01-03 15:28:45,checkout,mobile,checkout
5303,2024-01-03 15:46:16,add_to_cart,desktop,cart
5944,2024-01-03 15:56:49,checkout,mobile,checkout
298,2024-01-03 16:15:42,checkout,mobile,checkout
1951,2024-01-03 16:17:39,view_product,mobile,product/1157
4806,2024-01-03 16:33:25,add_to_cart,mobile,cart
5589,2024-01-03 16:48:16,purchase,mobile,order/thank-you
2289,2024-01-03 17:01:26,view_product,mobile,product/1117
5182,2024-01-03 17:06:10,add_to_cart,mobile,cart
2993,2024-01-03 17:09:35,view_product,tablet,product/1062
1072,2024-01-03 17:23:58,add_to_cart,tablet,cart
5904,2024-01-03 18:04:09,view_product,mobile,product/1042
1433,2024-01-03 18:12:17,view_product,mobile,product/1002
1669,2024-01-03 18:58:37,view_product,desktop,product/1061
4894,2024-01-03 18:59:34,view_product,mobile,product/1153
4423,2024-01-03 19:10:28,checkout,mobile,checkout
5102,2024-01-03 19:16:28,view_product,mobile,product/1045
603,2024-01-03 19:35:05,view_product,desktop,product/1185
2088,2024-01-03 19:36:07,view_product,mobile,product/1149
1771,2024-01-03 20:02:21,add_to_cart,mobile,cart
5027,2024-01-03 20:51:09,checkout,mobile,checkout
1013,2024-01-03 21:06:32,add_to_cart,mobile,cart
3798,2024-01-03 21:09:31,view_product,desktop,product/1118
3504,2024-01-03 21:22:41,view_product,mobile,product/1111
4252,2024-01-03 21:33:58,view_product,desktop,product/1081
1816,2024-01-03 21:49:41,add_to_cart,mobile,cart
4327,2024-01-03 21:55:15,view_product,mobile,product/1191
4925,2024-01-03 22:28:03,view_product,mobile,product/1067
267,2024-01-03 22:42:00,view_product,desktop,product/1096
2101,2024-01-03 22:42:47,add_to_cart,desktop,cart
2580,2024-01-03 22:50:58,view_product,mobile,product/1030
5255,2024-01-03 23:36:14,view_product,desktop,product/1094
5856,2024-01-03 23:43:03,view_product,mobile,product/1071
4219,2024-01-03 23:44:51,view_product,mobile,product/1114
2742,2024-01-04 00:22:11,checkout,mobile,checkout
2278,2024-01-04 01:14:11,view_product,mobile,product/1001
2123,2024-01-04 01:55:55,view_product,mobile,product/1047
2027,2024-01-04 02:44:29,add_to_cart,desktop,cart
4629,2024-01-04 03:19:13,view_product,desktop,product/1039
5917,2024-01-04 03:48:46,add_to_cart,mobile,cart
5880,2024-01-04 03:55:23,add_to_cart,desktop,cart
5450,2024-01-04 04:07:37,view_product,desktop,product/1084
3198,2024-01-04 05:52:32,checkout,tablet,checkout
3494,2024-01-04 05:59:18,view_product,mobile,product/1076
2516,2024-01-04 06:07:52,add_to_cart,desktop,cart
3076,2024-01-04 07:26:39,view_product,mobile,product/1052
3874,2024-01-04 07:33:34,view_product,mobile,product/1032
3316,2024-01-04 07:37:28,add_to_cart,mobile,cart
676,2024-01-04 07:42:32,view_product,desktop,product/1075
2672,2024-01-04 07:51:47,view_product,mobile,product/1134
438,2024-01-04 07:52:42,add_to_cart,mobile,cart
951,2024-01-04 08:09:59,view_product,tablet,product/1089
2291,2024-01-04 08:17:17,checkout,desktop,checkout
2533,2024-01-04 08:18:32,view_product,desktop,product/1110
5805,2024-01-04 08:24:57,add_to_cart,mobile,cart
2057,2024-01-04 08:59:00,checkout,mobile,checkout
5073,2024-01-04 09:01:36,view_product,desktop,product/1115
79,2024-01-04 09:19:42,add_to_cart,mobile,cart
3703,2024-01-04 09:25:33,add_to_cart,tablet,cart
3653,2024-01-04 09:28:10,view_product,mobile,product/1148
5927,2024-01-04 09:28:49,add_to_cart,mobile,cart
386,2024-01-04 09:38:00,view_product,mobile,product/1112
2586,2024-01-04 10:14:32,view_product,tablet,product/1098
1958,2024-01-04 10:21:38,checkout,desktop,checkout
5264,2024-01-04 10:22:35,add_to_cart,mobile,cart
2629,2024-01-04 11:07:12,view_product,mobile,product/1087
2111,2024-01-04 11:40:57,view_product,desktop,product/1071
2216,2024-01-04 11:47:16,view_product,desktop,product/1073
145,2024-01-04 12:03:45,add_to_cart,mobile,cart
12,2024-01-04 12:26:58,add_to_cart,tablet,cart
1056,2024-01-04 13:17:31,view_product,mobile,product/1156
5743,2024-01-04 13:47:38,view_product,desktop,product/1064
4892,2024-01-04 13:48:55,view_product,tablet,product/1112
100,2024-01-04 14:53:16,view_product,desktop,product/1151
993,2024-01-04 15:01:57,view_product,mobile,product/1075
3400,2024-01-04 15:21:11,view_product,mobile,product/1155
1038,2024-01-04 16:12:30,view_product,tablet,product/1107
5819,2024-01-04 16:20:14,view_product,mobile,product/1131
916,2024-01-04 16:48:16,view_product,mobile,product/1078
2966,2024-01-04 16:52:16,add_to_cart,desktop,cart
424,2024-01-04 17:14:22,checkout,mobile,checkout
1116,2024-01-04 17:27:01,view_product,mobile,product/1061
976,2024-01-04 17:42:55,checkout,tablet,checkout
1394,2024-01-04 18:01:25,view_product,mobile,product/1139
392,2024-01-04 18:42:02,view_product,desktop,product/1082
3339,2024-01-04 18:47:59,view_product,tablet,product/1034
762,2024-01-04 19:03:59,view_product,mobile,product/1174
4518,2024-01-04 19:23:26,view_product,mobile,product/1105
5638,2024-01-04 19:34:30,view_product,desktop,product/1035
4689,2024-01-04 19:42:46,view_product,desktop,product/1042
4194,2024-01-04 20:03:22,view_product,mobile,product/1176
5152,2024-01-04 20:06:48,view_product,desktop,product/1129
4662,2024-01-04 20:10:38,add_to_cart,mobile,cart
1595,2024-01-04 20:21:14,add_to_cart,mobile,cart
3238,2024-01-04 20:26:33,view_product,desktop,product/1049
923,2024-01-04 20:40:47,checkout,mobile,checkout
2220,2024-01-04 20:46:09,checkout,desktop,checkout
2518,2024-01-04 21:10:53,view_product,mobile,product/1042
2420,2024-01-04 21:21:25,add_to_cart,mobile,cart
5936,2024-01-04 22:09:30,add_to_cart,desktop,cart
1897,2024-01-04 22:16:00,add_to_cart,mobile,cart
255,2024-01-04 22:40:37,checkout,mobile,checkout
1801,2024-01-04 22:51:16,add_to_cart,mobile,cart
5201,2024-01-04 22:53:20,add_to_cart,desktop,cart
1242,2024-01-04 22:57:08,view_product,mobile,product/1143
3490,2024-01-04 23:14:21,view_product,mobile,product/1065
636,2024-01-04 23:47:03,view_product,mobile,product/1130
3,2024-01-04 23:58:03,view_product,mobile,product/1071
5005,2024-01-05 00:17:44,view_product,mobile,product/1136
4486,2024-01-05 01:00:45,checkout,mobile,checkout
1193,2024-01-05 01:36:41,checkout,mobile,checkout
5213,2024-01-05 02:32:50,view_product,desktop,product/1080
2329,2024-01-05 03:20:48,checkout,desktop,checkout
5514,2024-01-05 04:20:23,view_product,mobile,product/1014
3365,2024-01-05 05:23:37,view_product,mobile,product/1075
620,2024-01-05 05:54:22,view_product,mobile,product/1170
3681,2024-01-05 07:15:32,view_product,tablet,product/1132
2682,2024-01-05 07:38:54,view_product,desktop,product/1104
5435,2024-01-05 07:49:36,view_product,mobile,product/1171
2341,2024-01-05 07:51:55,view_product,desktop,product/1193
5313,2024-01-05 08:01:33,view_product,mobile,product/1094
171,2024-01-05 08:26:12,checkout,mobile,checkout
105,2024-01-05 08:39:45,view_product,mobile,product/1110
474,2024-01-05 08:44:17,view_product,mobile,product/1130
3656,2024-01-05 09:44:36,view_product,desktop,product/1027
479,2024-01-05 10:06:57,view_product,tablet,product/1190
3735,2024-01-05 10:38:41,add_to_cart,tablet,cart
179,2024-01-05 10:39:28,view_product,mobile,product/1154
3949,2024-01-05 11:54:54,view_product,mobile,product/1065
3516,2024-01-05 12:16:54,view_product,mobile,product/1159
2779,2024-01-05 12:22:21,checkout,desktop,checkout
3911,2024-01-05 12:56:48,view_product,mobile,product/1057
5913,2024-01-05 13:18:19,add_to_cart,mobile,cart
5361,2024-01-05 13:25:07,checkout,mobile,checkout
5253,2024-01-05 13:34:52,view_product,tablet,product/1120
3008,2024-01-05 13:43:07,add_to_cart,mobile,cart
1089,2024-01-05 14:00:50,add_to_cart,desktop,cart
5282,2024-01-05 14:41:09,view_product,desktop,product/1103
1523,2024-01-05 14:58:08,view_product,mobile,product/1109
1860,2024-01-05 15:27:35,view_product,desktop,product/1053
5014,2024-01-05 16:20:27,add_to_cart,mobile,cart
5397,2024-01-05 16:25:07,view_product,mobile,product/1158
4136,2024-01-05 16:50:09,view_product,mobile,product/1133
3076,2024-01-05 17:10:30,view_product,desktop,product/1040
5037,2024-01-05 17:15:40,add_to_cart,mobile,cart
3967,2024-01-05 17:50:09,view_product,tablet,product/1108
3246,2024-01-05 18:04:12,view_product,desktop,product/1091
5488,2024-01-05 18:04:18,add_to_cart,mobile,cart
2444,2024-01-05 18:16:14,view_product,mobile,product/1016
5338,2024-01-05 20:18:17,view_product,desktop,product/1100
5758,2024-01-05 20:27:08,view_product,desktop,product/1042
1059,2024-01-05 20:33:09,view_product,desktop,product/1034
4457,2024-01-05 20:38:57,add_to_cart,desktop,cart
994,2024-01-05 20:57:17,view_product,mobile,product/1006
2349,2024-01-05 21:13:45,view_product,tablet,product/1017
5738,2024-01-05 21:17:40,view_product,desktop,product/1170
3047,2024-01-05 21:40:52,checkout,mobile,checkout
5329,2024-01-05 21:41:24,add_to_cart,mobile,cart
5332,2024-01-05 22:13:48,view_product,mobile,product/1100
54,2024-01-05 22:26:46,add_to_cart,mobile,cart
5951,2024-01-05 22:29:44,view_product,tablet,product/1108
5589,2024-01-05 22:32:56,purchase,mobile,order/thank-you
643,2024-01-05 22:39:33,add_to_cart,mobile,cart
4722,2024-01-05 22:53:19,checkout,desktop,checkout
2467,2024-01-05 23:19:31,view_product,desktop,product/1014
4888,2024-01-05 23:40:22,view_product,mobile,product/1039
1662,2024-01-06 00:15:05,view_product,mobile,product/1089
1867,2024-01-06 00:25:28,view_product,mobile,product/1184
1113,2024-01-06 00:26:56,view_product,mobile,product/1071
2487,2024-01-06 00:56:14,view_product,tablet,product/1039
5473,2024-01-06 01:04:47,view_product,mobile,product/1108
28,2024-01-06 01:24:52,add_to_cart,mobile,cart
3569,2024-01-06 01:25:02,view_product,mobile,product/1077
2190,2024-01-06 01:29:27,view_product,desktop,product/1148
2041,2024-01-06 02:17:50,view_product,desktop,product/1145
5744,2024-01-06 02:19:15,purchase,mobile,order/thank-you
1183,2024-01-06 02:28:37,view_product,mobile,product/1021
2371,2024-01-06 02:43:31,view_product,mobile,product/1005
4400,2024-01-06 03:20:56,add_to_cart,mobile,cart
3412,2024-01-06 03:34:07,view_product,mobile,product/1063
3671,2024-01-06 03:34:40,checkout,mobile,checkout
2233,2024-01-06 03:34:56,view_product,tablet,product/1011
3929,2024-01-06 04:14:47,view_product,desktop,product/1041
859,2024-01-06 05:01:04,view_product,mobile,product/1090
370,2024-01-06 05:08:54,view_product,mobile,product/1159
2209,2024-01-06 05:23:29,view_product,tablet,product/1058
2880,2024-01-06 05:24:39,add_to_cart,desktop,cart
4478,2024-01-06 05:55:35,view_product,mobile,product/1000
3278,2024-01-06 06:03:55,view_product,desktop,product/1031
5754,2024-01-06 06:18:05,view_product,mobile,product/1012
19,2024-01-06 07:26:32,view_product,desktop,product/1107
863,2024-01-06 07:30:14,view_product,mobile,product/1165
2571,2024-01-06 07:34:24,checkout,mobile,checkout
1620,2024-01-06 07:40:01,add_to_cart,mobile,cart
311,2024-01-06 08:18:51,view_product,mobile,product/1064
2495,2024-01-06 08:23:43,add_to_cart,mobile,cart
1264,2024-01-06 08:43:10,view_product,desktop,product/1028
2225,2024-01-06 08:43:48,view_product,desktop,product/1091
4683,2024-01-06 08:52:51,view_product,mobile,product/1005
669,2024-01-06 08:54:56,view_product,mobile,product/1134
3445,2024-01-06 09:07:33,view_product,mobile,product/1083
3923,2024-01-06 09:28:10,add_to_cart,desktop,cart
487,2024-01-06 09:40:58,view_product,desktop,product/1194
1746,2024-01-06 09:51:07,view_product,mobile,product/1146
4281,2024-01-06 09:52:49,checkout,mobile,checkout
1160,2024-01-06 10:00:24,add_to_cart,desktop,cart
2510,2024-01-06 10:10:25,view_product,mobile,product/1092
4542,2024-01-06 10:21:36,view_product,mobile,product/1008
5874,2024-01-06 10:41:01,add_to_cart,mobile,cart
725,2024-01-06 10:52:07,view_product,mobile,product/1118
5806,2024-01-06 11:05:40,view_product,mobile,product/1049
5118,2024-01-06 11:17:16,view_product,mobile,product/1167
2887,2024-01-06 12:03:38,view_product,desktop,product/1064
3185,2024-01-06 12:07:46,view_product,mobile,product/1090
354,2024-01-06 12:26:57,view_product,mobile,product/1085
