user_id,signup_date,country,channel
125,2025-04-05,RO,direct
126,2024-05-10,DE,direct
127,2023-09-03,IT,email
128,2025-01-18,US,social
129,2025-10-01,RO,search
130,2023-10-03,DE,social
131,2024-02-23,DE,social
132,2025-03-19,RO,direct
133,2024-12-23,RO,email
134,2024-09-08,RO,search
135,2023-12-01,US,search
136,2024-09-11,RO,search
137,2024-01-03,DE,social
138,2024-01-14,UK,referral
139,2025-09-26,RO,affiliate
140,2023-12-19,US,direct
141,2024-03-16,US,social
142,2024-03-20,RO,social
143,2025-09-10,DE,search
144,2024-05-16,RO,direct
145,2024-10-18,RO,direct
146,2025-06-21,RO,search
147,2024-07-28,FR,email
148,2024-07-11,DE,email
149,2024-12-30,RO,affiliate
150,2025-05-14,RO,referral
151,2025-04-05,US,email
152,2025-07-14,RO,email
153,2025-08-04,RO,search
154,2024-03-08,DE,search
155,2024-09-22,US,search
156,2024-08-17,RO,search
157,2023-12-11,UK,display
158,2025-02-09,IT,display
159,2023-10-05,RO,search
160,2024-08-25,UK,direct
161,2024-08-10,RO,search
162,2023-09-14,FR,social
163,2023-12-22,FR,search
164,2023-12-03,DE,social
165,2024-08-23,RO,search
166,2023-12-16,IT,email
167,2023-10-21,RO,social
168,2025-01-28,RO,referral
169,2023-12-22,RO,search
170,2024-09-06,FR,search
171,2024-11-08,UK,search
172,2025-09-26,RO,affiliate
173,2024-07-31,DE,search
174,2024-03-26,RO,direct
175,2025-09-06,FR,email
176,2024-09-14,RO,email
177,2025-09-06,UK,email
178,2025-05-27,RO,search
179,2024-06-24,US,search
180,2024-01-27,RO,social
181,2024-01-31,RO,email
182,2025-07-03,RO,search
183,2025-03-06,US,search
184,2025-06-22,US,referral
185,2025-06-02,RO,search
186,2025-08-28,UK,direct
187,2023-11-26,IT,direct
188,2024-02-02,FR,social
189,2023-12-06,DE,search
190,2025-05-20,RO,search
191,2025-02-11,RO,display
192,2024-02-19,US,affiliate
193,2024-09-23,US,direct
194,2024-06-26,FR,referral
195,2024-06-24,RO,display
196,2025-07-30,RO,search
197,2024-04-07,UK,search
198,2025-06-19,US,direct
199,2024-06-14,US,search
200,2024-11-08,IT,search
201,2025-08-21,FR,display
202,2024-09-25,RO,social
203,2023-12-29,RO,direct
204,2025-07-22,US,affiliate
205,2024-02-02,FR,search
206,2023-11-20,RO,referral
207,2023-09-25,RO,search
208,2024-01-25,UK,social
209,2024-09-04,RO,social
210,2024-05-18,RO,search
211,2025-05-26,DE,email
212,2025-09-26,UK,search
213,2025-09-19,UK,social
214,2024-07-31,RO,social
215,2025-05-17,UK,direct
216,2023-12-03,RO,direct
217,2024-05-15,RO,search
218,2025-04-13,UK,social
219,2023-09-06,FR,social
220,2025-05-01,IT,search
221,2024-10-18,UK,direct
222,2025-08-09,FR,display
223,2024-11-19,RO,search
224,2025-06-21,RO,social
225,2025-09-28,RO,search
226,2024-04-30,RO,affiliate
227,2024-06-23,US,search
228,2024-12-06,RO,referral
229,2024-08-06,US,direct
230,2023-12-02,FR,social
231,2023-12-06,IT,email
232,2025-01-02,DE,direct
233,2023-11-30,FR,email
234,2023-11-19,DE,search
235,2025-09-12,RO,social
236,2025-10-23,UK,direct
237,2024-05-04,RO,affiliate
238,2023-11-30,RO,affiliate
239,2025-10-30,FR,direct
240,2024-01-05,RO,direct
241,2024-06-17,US,direct
242,2023-12-18,US,search
243,2023-12-17,US,email
244,2024-09-02,RO,display
245,2025-05-22,RO,direct
246,2024-03-07,US,affiliate
247,2024-09-19,DE,search
248,2023-11-03,US,direct
249,2024-01-08,US,display
250,2025-06-15,US,search
251,2025-01-06,RO,social
252,2024-10-12,RO,search
253,2024-07-16,US,social
254,2025-01-03,RO,search
255,2024-09-07,RO,social
256,2024-10-19,FR,email
257,2025-05-09,US,affiliate
258,2024-03-24,UK,affiliate
259,2024-12-12,FR,direct
260,2025-08-13,RO,search
261,2025-01-06,FR,search
262,2023-12-24,US,direct
263,2023-09-17,RO,search
264,2025-08-14,DE,referral
265,2024-02-05,US,direct
266,2023-12-25,UK,email
267,2024-07-30,UK,referral
268,2025-10-27,UK,search
269,2024-10-18,RO,social
270,2024-03-26,RO,affiliate
271,2025-02-26,IT,social
272,2023-12-18,IT,direct
273,2024-09-16,US,search
274,2025-03-30,US,email
275,2024-11-18,DE,email
276,2024-05-05,DE,affiliate
277,2025-07-14,IT,search
278,2024-12-15,FR,social
279,2023-09-15,UK,direct
280,2024-12-11,IT,search
281,2024-02-10,US,direct
282,2024-03-29,RO,email
283,2024-10-17,RO,direct
284,2024-02-29,RO,display
285,2024-02-16,FR,search
286,2024-05-01,RO,email
287,2024-10-30,DE,direct
288,2024-11-13,DE,social
289,2024-07-26,RO,referral
290,2025-02-16,FR,social
291,2024-07-15,RO,search
292,2024-10-17,RO,social
293,2025-10-27,IT,referral
294,2025-09-30,RO,social
295,2024-09-27,RO,direct
296,2023-11-20,DE,direct
297,2024-01-24,IT,social
298,2025-06-22,RO,search
299,2024-11-05,FR,display
300,2023-11-10,RO,social
301,2023-09-08,RO,direct
302,2025-02-02,DE,social
303,2024-03-24,DE,email
304,2024-10-13,FR,direct
305,2024-05-11,UK,social
306,2025-07-20,US,social
307,2025-06-28,DE,social
308,2023-09-18,RO,social
309,2024-02-23,IT,email
310,2023-12-28,RO,direct
311,2024-04-21,DE,social
312,2023-10-28,RO,email
313,2025-03-29,RO,affiliate
314,2024-04-20,US,search
315,2025-07-01,IT,search
316,2024-03-18,UK,referral
317,2023-11-06,DE,display
318,2024-12-24,RO,email
319,2025-03-22,RO,affiliate
320,2023-11-03,RO,search
321,2025-03-11,DE,affiliate
322,2024-07-25,UK,email
323,2024-09-24,UK,email
324,2024-02-09,RO,social
325,2025-03-05,US,search
326,2025-05-26,UK,search
327,2024-04-30,FR,referral
328,2024-09-04,FR,social
329,2024-05-12,DE,social
330,2024-06-04,RO,search
331,2025-06-04,RO,search
332,2023-10-11,IT,display
333,2024-06-07,RO,email
334,2025-01-31,RO,email
335,2025-06-03,RO,search
336,2024-09-22,RO,display
337,2024-10-21,US,search
338,2024-05-07,UK,search
339,2024-02-17,DE,social
340,2025-04-19,RO,social
341,2023-11-02,DE,search
342,2025-09-03,DE,affiliate
343,2024-08-13,RO,affiliate
344,2024-07-09,DE,direct
345,2025-08-18,RO,social
346,2025-02-27,FR,search
347,2024-12-20,FR,search
348,2024-08-21,RO,referral
349,2024-08-14,RO,email
350,2023-10-09,FR,display
351,2024-06-29,DE,search
352,2025-05-13,US,email
353,2025-01-24,UK,search
354,2024-11-08,RO,email
355,2023-12-19,RO,direct
356,2024-11-09,FR,referral
357,2025-03-01,RO,email
358,2025-11-02,FR,social
359,2025-05-15,US,referral
360,2025-01-29,FR,affiliate
361,2023-10-15,RO,search
362,2024-02-29,FR,social
363,2024-10-12,DE,search
364,2024-06-06,DE,social
365,2024-10-19,US,social
366,2023-11-01,RO,email
367,2024-02-18,US,social
368,2025-07-09,US,search
369,2025-02-21,RO,email
370,2025-01-02,RO,direct
371,2025-07-11,RO,affiliate
372,2024-02-29,RO,social
373,2025-04-23,RO,referral
374,2024-06-24,UK,direct
375,2024-10-02,RO,search
376,2023-11-10,RO,search
377,2025-07-11,IT,display
378,2023-09-05,RO,direct
379,2024-07-05,IT,referral
380,2025-03-21,RO,direct
381,2025-07-03,RO,affiliate
382,2023-12-20,UK,email
383,2025-01-27,FR,search
384,2025-01-02,US,search
385,2024-03-14,UK,social
386,2024-12-12,IT,affiliate
387,2025-10-29,RO,email
388,2024-12-26,RO,display
389,2025-05-29,IT,search
390,2025-01-21,IT,email
391,2025-05-20,US,search
392,2024-12-05,DE,social
393,2024-03-18,RO,direct
394,2024-06-27,IT,display
395,2025-06-17,RO,referral
396,2025-04-13,US,search
397,2024-05-30,US,email
398,2024-12-13,DE,social
399,2025-05-25,IT,social
400,2023-09-03,IT,direct
401,2024-12-18,RO,display
402,2024-11-21,US,direct
403,2024-07-25,DE,search
404,2025-07-01,IT,direct
405,2025-01-15,RO,search
406,2025-08-25,US,direct
407,2025-07-20,RO,social
408,2025-07-20,RO,social
409,2024-07-30,US,email
410,2025-09-07,RO,referral
411,2024-05-23,RO,search
412,2024-01-12,US,social
413,2024-11-16,US,direct
414,2025-02-04,FR,social
415,2024-01-26,FR,search
416,2024-09-01,DE,social
417,2024-12-28,RO,social
418,2024-08-16,RO,direct
419,2024-07-08,UK,direct
420,2024-04-18,IT,email
421,2023-10-10,IT,referral
422,2023-11-13,IT,social
423,2024-09-17,RO,search
424,2025-09-10,DE,search
425,2023-12-25,RO,social
426,2025-08-10,DE,search
427,2025-06-07,DE,referral
428,2024-07-01,US,direct
429,2025-04-21,RO,search
430,2025-10-09,RO,email
431,2025-05-15,RO,display
432,2024-09-16,IT,referral
433,2024-04-19,FR,direct
434,2023-09-11,RO,email
435,2024-02-15,RO,direct
436,2025-06-24,UK,email
437,2024-08-07,RO,email
438,2024-06-02,IT,search
439,2025-08-24,UK,search
440,2023-11-20,RO,email
441,2024-09-24,RO,search
442,2024-03-09,US,search
443,2025-08-12,RO,display
444,2024-03-28,RO,search
445,2025-08-24,IT,email
446,2025-01-07,US,email
447,2025-07-21,US,referral
448,2025-10-26,IT,email
449,2025-06-26,RO,search
450,2025-07-26,RO,email
451,2024-05-07,IT,direct
452,2025-09-09,FR,referral
453,2025-08-02,DE,social
454,2024-10-09,US,social
455,2024-09-21,RO,direct
456,2024-11-06,DE,search
457,2025-09-24,RO,affiliate
458,2024-09-08,DE,social
459,2024-11-02,RO,search
460,2025-07-17,RO,social
461,2024-01-01,RO,search
462,2024-11-19,FR,display
463,2024-09-01,UK,referral
464,2024-10-29,FR,search
465,2025-02-05,US,direct
466,2025-01-11,RO,search
467,2024-01-06,RO,email
468,2024-04-04,US,search
469,2024-04-24,RO,referral
470,2024-08-27,US,direct
471,2025-04-20,RO,affiliate
472,2024-04-27,US,direct
473,2024-07-31,RO,affiliate
474,2023-12-11,US,referral
475,2025-06-08,DE,display
476,2025-05-28,US,direct
477,2025-01-29,RO,email
478,2025-08-26,FR,search
479,2025-06-09,US,email
480,2023-12-08,DE,search
481,2024-07-20,FR,email
482,2025-06-16,UK,email
483,2025-04-30,DE,affiliate
484,2023-10-03,FR,search
485,2025-04-15,FR,search
486,2025-09-12,US,email
487,2023-09-12,RO,referral
488,2025-03-02,RO,social
489,2024-12-09,US,social
490,2025-04-30,US,display
491,2025-06-14,DE,affiliate
492,2024-08-10,FR,social
493,2025-09-30,RO,social
494,2024-08-08,RO,search
495,2024-10-30,DE,referral
496,2025-07-11,RO,search
497,2025-09-26,FR,social
498,2023-10-18,RO,search
499,2025-04-29,US,search
500,2025-02-06,US,direct
501,2025-05-23,UK,search
502,2024-05-16,DE,search
503,2025-08-29,RO,social
504,2024-03-19,IT,search
505,2023-10-14,UK,search
506,2025-05-07,RO,direct
507,2023-10-15,US,direct
508,2024-01-11,IT,direct
509,2025-06-29,US,direct
510,2024-03-31,UK,display
511,2025-08-20,FR,search
512,2024-06-11,DE,direct
513,2023-11-20,US,direct
514,2024-10-11,US,direct
515,2025-04-13,RO,email
516,2025-01-23,RO,search
517,2024-07-27,RO,direct
518,2025-08-09,IT,display
519,2025-01-22,US,referral
520,2025-02-08,RO,search
521,2025-04-13,FR,search
522,2024-11-08,RO,search
523,2025-06-18,US,direct
524,2024-09-28,IT,search
525,2024-01-08,IT,search
526,2025-09-02,DE,referral
527,2023-10-03,DE,search
528,2023-11-22,RO,direct
529,2025-02-27,RO,social
530,2024-08-16,US,direct
531,2023-12-18,IT,email
532,2023-11-04,US,direct
533,2023-10-21,US,direct
534,2024-09-21,FR,search
535,2024-07-08,IT,search
536,2023-10-04,US,search
537,2024-04-26,IT,affiliate
538,2024-09-07,RO,direct
539,2024-03-17,DE,social
540,2025-09-07,RO,affiliate
541,2024-02-27,US,search
542,2024-08-06,FR,direct
543,2025-08-25,RO,referral
544,2024-10-05,UK,search
545,2025-03-29,FR,email
546,2024-05-20,RO,search
547,2024-02-27,RO,email
548,2024-05-14,UK,email
549,2024-12-29,DE,search
550,2024-02-17,IT,social
551,2023-10-12,DE,social
552,2024-12-30,US,email
553,2025-04-08,FR,email
554,2025-05-11,FR,search
555,2024-07-07,US,direct
556,2023-12-30,DE,display
557,2024-09-14,RO,social
558,2024-02-08,RO,search
559,2024-12-14,IT,direct
560,2024-03-09,FR,referral
561,2023-11-05,UK,search
562,2025-02-23,RO,social
563,2025-06-29,RO,search
564,2025-03-31,RO,email
565,2023-12-19,RO,search
566,2025-10-27,FR,social
567,2025-02-14,RO,display
568,2023-09-22,DE,email
569,2025-06-16,US,social
570,2025-10-03,RO,social
571,2024-02-13,DE,email
572,2025-07-07,IT,search
573,2025-03-18,RO,search
574,2025-08-17,FR,direct
575,2024-04-27,US,search
576,2025-07-10,US,display
577,2024-06-02,RO,direct
578,2024-10-26,US,search
579,2025-09-23,DE,social
580,2025-08-25,RO,email
581,2025-07-10,DE,direct
582,2024-10-23,US,referral
583,2025-01-15,DE,display
584,2024-09-18,RO,search
585,2024-01-15,FR,affiliate
586,2024-11-09,RO,social
587,2025-08-03,RO,social
588,2024-09-15,RO,search
589,2025-08-24,RO,search
590,2025-04-13,RO,direct
591,2025-02-06,RO,social
592,2023-10-17,FR,social
593,2025-10-09,RO,social
594,2025-01-19,RO,direct
595,2024-06-11,US,display
596,2025-09-29,DE,search
597,2024-07-28,UK,search
598,2025-03-07,RO,search
599,2024-10-08,RO,direct
600,2025-02-12,RO,email
601,2024-11-10,RO,email
602,2024-11-05,RO,email
603,2023-09-18,RO,social
604,2024-06-25,RO,direct
605,2024-01-13,RO,email
606,2024-09-11,DE,search
607,2025-05-26,RO,search
608,2025-09-30,RO,email
609,2024-09-10,DE,referral
610,2025-09-11,UK,social
611,2025-10-04,RO,direct
612,2025-07-30,IT,direct
613,2023-09-29,FR,search
614,2024-01-25,RO,search
615,2024-12-03,US,search
616,2024-08-12,US,display
617,2025-05-23,RO,search
618,2024-09-14,RO,social
619,2024-12-21,IT,email
620,2025-03-29,UK,display
621,2025-09-07,RO,search
622,2025-02-18,RO,social
623,2025-06-24,RO,email
624,2025-01-28,DE,email
625,2025-03-02,FR,direct
626,2025-08-07,RO,search
627,2024-10-27,DE,direct
628,2024-12-22,UK,display
629,2024-09-27,RO,email
630,2024-08-26,RO,display
631,2024-03-08,UK,social
632,2024-06-28,US,search
633,2025-01-05,DE,affiliate
634,2024-03-06,DE,email
635,2024-06-16,RO,affiliate
636,2024-06-26,DE,social
637,2024-08-04,DE,direct
638,2025-09-24,RO,email
639,2024-11-05,RO,search
640,2024-11-15,RO,social
641,2024-02-06,RO,direct
642,2024-06-30,RO,direct
643,2024-12-06,RO,email
644,2024-08-21,RO,direct
645,2025-03-16,RO,search
646,2024-06-07,US,social
647,2024-12-15,FR,direct
648,2023-09-24,UK,direct
649,2024-03-17,IT,display
650,2024-11-02,DE,direct
651,2023-11-12,RO,search
652,2023-11-26,DE,direct
653,2024-11-29,FR,social
654,2024-03-17,UK,search
655,2025-10-04,DE,search
656,2024-02-09,RO,social
657,2023-09-22,RO,search
658,2024-11-17,RO,social
659,2025-09-01,FR,search
660,2025-09-15,FR,social
661,2025-07-18,RO,email
662,2025-02-13,US,social
663,2024-06-15,FR,social
664,2023-11-21,RO,display
665,2024-09-29,RO,direct
666,2025-09-14,RO,direct
667,2024-02-27,RO,social
668,2023-12-13,RO,display
669,2025-05-17,RO,search
670,2025-10-05,RO,search
671,2023-12-27,RO,social
672,2023-11-25,US,direct
673,2024-04-25,RO,search
674,2024-04-21,DE,search
675,2024-12-17,DE,search
676,2024-01-13,US,direct
677,2024-09-22,RO,affiliate
678,2024-03-05,RO,search
679,2025-06-10,US,email
680,2024-08-18,US,email
681,2025-04-15,IT,affiliate
682,2025-08-02,RO,search
683,2025-07-21,RO,direct
684,2024-12-07,UK,social
685,2025-06-30,US,display
686,2024-12-20,FR,search
687,2023-12-05,FR,social
688,2024-02-04,RO,social
689,2024-07-21,IT,email
690,2024-07-26,RO,search
691,2024-10-18,RO,direct
692,2024-01-07,DE,search
693,2024-05-03,DE,affiliate
694,2024-09-09,RO,direct
695,2024-05-30,RO,email
696,2023-12-28,FR,display
697,2024-05-03,RO,affiliate
698,2023-09-07,FR,social
699,2025-05-29,RO,direct
700,2025-08-02,DE,social
701,2025-09-01,DE,email
702,2024-11-28,RO,display
703,2023-10-23,RO,social
704,2024-08-27,RO,social
705,2024-11-23,RO,social
706,2024-11-15,US,direct
707,2025-08-08,RO,direct
708,2023-12-22,IT,email
709,2024-08-30,RO,affiliate
710,2024-10-17,UK,direct
711,2024-07-06,IT,search
712,2025-06-24,FR,search
713,2024-02-28,DE,display
714,2024-08-17,DE,direct
715,2024-04-21,RO,direct
716,2024-10-19,US,social
717,2024-04-10,IT,search
718,2023-12-22,US,social
719,2023-12-04,RO,search
720,2024-05-17,UK,social
721,2024-12-23,US,direct
722,2024-11-24,RO,search
723,2025-07-16,RO,direct
724,2024-03-14,UK,social
725,2025-08-31,FR,email
726,2024-12-18,IT,search
727,2025-05-20,RO,social
728,2024-10-29,IT,search
729,2025-10-19,RO,referral
730,2025-10-09,RO,direct
731,2025-07-14,RO,social
732,2024-01-05,IT,search
733,2023-11-03,UK,referral
734,2025-07-05,DE,social
735,2025-01-15,RO,search
736,2024-09-25,US,email
737,2023-10-13,RO,referral
738,2024-01-22,IT,search
739,2024-08-23,DE,search
740,2023-10-05,RO,referral
741,2024-10-25,DE,search
742,2023-11-04,RO,search
743,2024-06-01,UK,email
744,2025-09-02,DE,direct
745,2025-07-20,RO,social
746,2024-11-08,US,referral
747,2024-06-10,RO,affiliate
748,2025-07-11,DE,search
749,2025-10-05,US,referral
750,2024-01-22,FR,social
751,2025-09-02,RO,social
752,2025-02-24,US,email
753,2025-05-29,FR,social
754,2025-02-01,RO,search
755,2025-01-13,RO,search
756,2024-02-12,IT,social
757,2024-05-09,FR,direct
758,2025-01-27,DE,email
759,2025-06-03,US,referral
760,2025-10-11,IT,social
761,2024-11-23,RO,social
762,2025-05-17,RO,search
763,2023-10-30,RO,search
764,2025-08-09,UK,social
765,2024-01-17,RO,direct
766,2025-01-03,FR,direct
767,2024-09-29,IT,referral
768,2025-01-17,US,search
769,2024-03-01,RO,direct
770,2025-05-22,IT,social
771,2023-09-04,RO,search
772,2025-08-20,IT,direct
773,2025-06-05,RO,affiliate
774,2023-11-26,RO,search
775,2024-06-20,IT,social
776,2025-03-18,RO,social
777,2025-10-16,RO,display
778,2025-07-20,UK,social
779,2023-11-22,UK,referral
780,2024-07-15,FR,search
781,2024-10-21,UK,social
782,2024-03-24,DE,email
783,2024-11-23,RO,email
784,2025-07-14,RO,social
785,2025-09-24,RO,display
786,2024-03-09,US,direct
787,2023-10-17,FR,referral
788,2024-09-08,DE,direct
789,2024-05-06,DE,direct
790,2024-12-28,US,email
791,2023-09-24,RO,direct
792,2025-05-28,FR,social
793,2024-01-25,DE,social
794,2024-08-17,FR,social
795,2024-02-26,RO,social
796,2025-08-19,US,social
797,2024-03-03,US,referral
798,2024-04-29,FR,social
799,2025-10-16,UK,search
800,2024-11-29,US,email
801,2025-11-01,UK,search
802,2024-10-31,RO,search
803,2025-06-09,FR,search
804,2025-09-21,FR,social
805,2025-09-05,DE,social
806,2024-09-15,UK,direct
807,2025-08-12,US,display
808,2024-04-14,US,social
809,2025-04-20,DE,social
810,2024-06-25,RO,social
811,2025-10-31,US,direct
812,2024-04-02,IT,search
813,2023-12-20,RO,search
814,2024-11-05,US,direct
815,2025-06-08,US,social
816,2025-02-11,DE,search
817,2025-10-30,FR,search
818,2024-10-22,RO,referral
819,2023-09-06,RO,direct
820,2024-11-15,RO,display
821,2024-12-09,IT,email
822,2025-10-02,RO,email
823,2024-04-20,RO,referral
824,2025-07-27,RO,referral
825,2025-09-24,DE,search
826,2025-02-20,US,direct
827,2025-01-31,RO,search
828,2025-04-10,RO,search
829,2025-08-10,UK,affiliate
830,2025-01-14,DE,social
831,2024-06-22,RO,referral
832,2024-09-07,DE,search
833,2025-04-19,RO,email
834,2024-08-30,RO,direct
835,2025-06-02,DE,direct
836,2023-11-09,DE,search
837,2025-01-09,US,social
838,2025-09-06,RO,affiliate
839,2025-04-17,FR,search
840,2025-04-24,FR,referral
841,2024-04-26,RO,direct
842,2025-10-11,UK,search
843,2023-10-30,RO,search
844,2024-03-17,US,search
845,2025-10-22,RO,direct
846,2025-01-30,DE,search
847,2024-02-05,RO,social
848,2025-07-17,US,social
849,2024-02-04,DE,email
850,2025-08-12,FR,search
851,2023-09-26,RO,search
852,2024-04-13,UK,referral
853,2025-05-31,RO,direct
854,2024-04-29,US,direct
855,2023-12-28,RO,search
856,2025-09-01,RO,social
857,2024-10-18,RO,affiliate
858,2025-02-09,DE,search
859,2025-05-12,FR,direct
860,2024-01-05,RO,affiliate
861,2025-01-25,IT,search
862,2025-04-15,DE,direct
863,2025-01-06,DE,referral
864,2025-09-30,DE,search
865,2023-10-28,DE,email
866,2023-12-18,FR,social
867,2024-09-01,RO,social
868,2024-11-22,RO,search
869,2024-08-21,US,email
870,2024-01-21,US,referral
871,2025-07-08,RO,email
872,2024-02-02,RO,search
873,2024-02-06,FR,affiliate
874,2025-07-23,DE,social
875,2024-05-18,RO,direct
876,2024-12-11,RO,social
877,2023-10-17,UK,search
878,2023-11-13,UK,search
879,2025-01-18,RO,direct
880,2023-11-29,RO,search
881,2024-12-01,RO,direct
882,2025-03-12,UK,search
883,2025-04-07,RO,social
884,2025-07-03,RO,social
885,2024-04-16,IT,referral
886,2024-09-16,RO,referral
887,2025-06-04,UK,search
888,2024-06-08,RO,social
889,2024-05-24,RO,search
890,2024-05-31,RO,email
891,2024-01-03,UK,social
892,2025-04-19,US,direct
893,2024-09-11,IT,referral
894,2025-10-15,RO,social
895,2024-04-12,UK,email
896,2024-08-28,RO,direct
897,2025-08-19,RO,direct
898,2024-10-01,US,search
899,2025-08-16,RO,social
900,2024-10-03,RO,social
901,2023-09-17,RO,search
902,2025-08-25,RO,search
903,2024-11-22,RO,search
904,2024-05-05,FR,affiliate
905,2023-12-26,DE,search
906,2025-07-20,US,search
907,2025-02-20,IT,search
908,2024-12-10,RO,direct
909,2025-06-23,RO,direct
910,2024-09-25,RO,email
911,2025-08-12,FR,social
912,2024-12-15,RO,referral
913,2024-07-08,FR,search
914,2025-04-22,DE,search
915,2025-09-22,FR,social
916,2024-02-15,DE,search
917,2024-09-05,RO,social
918,2025-04-17,US,direct
919,2025-03-13,IT,affiliate
920,2024-12-05,RO,social
921,2024-12-04,US,referral
922,2023-10-07,DE,search
923,2025-05-09,US,search
924,2024-11-02,IT,email
925,2023-09-15,DE,affiliate
926,2023-11-18,RO,search
927,2025-10-13,RO,social
928,2024-11-20,DE,affiliate
929,2024-08-25,FR,display
930,2025-03-03,RO,affiliate
931,2024-08-08,RO,social
932,2024-06-24,IT,search
933,2024-09-26,US,social
934,2024-04-02,DE,search
935,2024-01-31,RO,referral
936,2023-11-03,RO,social
937,2024-12-25,RO,social
938,2025-07-18,US,direct
939,2023-10-24,RO,email
940,2025-03-22,FR,social
941,2024-03-25,RO,direct
942,2024-01-21,FR,direct
943,2024-12-04,UK,affiliate
944,2025-01-22,IT,search
945,2025-06-09,RO,email
946,2024-06-01,RO,direct
947,2024-07-10,RO,search
948,2024-03-26,US,search
949,2025-03-24,US,direct
950,2025-10-21,FR,search
951,2024-10-30,FR,direct
952,2024-05-15,UK,social
953,2024-10-06,RO,social
954,2025-09-20,US,search
955,2024-12-04,DE,direct
956,2025-02-10,RO,social
957,2024-02-28,DE,email
958,2025-08-30,RO,affiliate
959,2023-12-28,RO,display
960,2024-04-08,UK,referral
961,2024-08-18,RO,email
962,2025-05-12,FR,social
963,2025-03-24,RO,referral
964,2024-01-21,RO,affiliate
965,2025-05-07,RO,social
966,2023-09-24,RO,search
967,2024-10-17,UK,direct
968,2024-03-12,RO,social
969,2025-08-09,FR,affiliate
970,2025-03-28,DE,social
971,2024-10-14,UK,search
972,2025-04-16,US,affiliate
973,2025-04-02,UK,search
974,2024-02-18,RO,social
975,2024-08-31,RO,email
976,2025-09-04,RO,social
977,2023-10-11,FR,display
